Node,Mutants,Unique Tests,Tests
Xa7,{'4072'},"{4741, 5894, 9720, 7602, 4786, 6972, 10045, 9935, 2131, 5972, 3290, 8026, 987, 7262, 2275, 5859, 7530, 4716, 8824}","{5894, 7688, 8457, 1290, 4621, 2063, 790, 8479, 6177, 2858, 810, 6445, 3634, 3892, 6710, 6202, 6972, 573, 5694, 10045, 4925, 2366, 4677, 2886, 7497, 8269, 4433, 8274, 2131, 5972, 4695, 2647, 7000, 7258, 8026, 7262, 1631, 1120, 3433, 7530, 6763, 4716, 1900, 6775, 8824, 7291, 4741, 389, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 4786, 7602, 8117, 5045, 6330, 8639, 2761, 8142, 9935, 5075, 5846, 9174, 4568, 8921, 3290, 987, 5852, 1760, 2275, 5859, 7654, 6634, 5111, 9720, 7931}"
Xa9,{'10646'},"{8299, 8293, 8286, 8295}","{8299, 8293, 8286, 8295}"
Xaa,{'7207'},"{4677, 377, 4370, 5075, 4759, 1145, 1755, 1117}","{4677, 377, 4370, 5075, 4759, 1145, 1755, 1117}"
Xab,{'9184'},"{9395, 8295, 9128, 9179, 9276, 8302, 8287}","{9395, 8295, 9128, 9179, 9276, 8302, 8287}"
Xad,{'3826'},"{9179, 8293, 8294, 8287}","{9179, 8293, 8294, 8287}"
Xae,{'1250'},"{8290, 8292, 9179, 8301, 8286}","{8290, 8292, 9179, 8301, 8286}"
Xaf,{'9132'},"{8290, 8293, 9128, 8297, 8302, 9395, 9076, 9276, 8287}","{8290, 8293, 9128, 8297, 8302, 9395, 9076, 9276, 8287}"
Xb1,{'1067'},{6068},{6068}
Xb6,{'9147'},"{8286, 9179, 8293, 8302}","{8286, 9179, 8293, 8302}"
Xbc,{'8093'},"{9179, 8301, 8286, 8295}","{9179, 8301, 8286, 8295}"
Xbd,{'9138'},"{8288, 8293, 9128, 8302, 9010, 9395, 9076, 9397, 9276}","{8288, 8293, 9128, 8302, 9010, 9395, 9076, 9397, 9276}"
Xc1,{'12746'},"{8293, 8286, 8297, 8302, 8287}","{8293, 8286, 8297, 8302, 8287}"
Xc2,{'8096'},"{8290, 8293, 8295, 8286, 8302}","{8290, 8293, 8295, 8286, 8302}"
Xc5,{'9176'},"{8297, 8292, 8295, 8287}","{8297, 8292, 8295, 8287}"
Xc6,{'1629'},"{8291, 9128, 9395, 9076, 9276}","{8291, 9395, 9076, 8295, 9128, 9276, 8302}"
Xc9,"{'6798', '1260'}","{8293, 8295, 9179, 8286, 8287}","{8293, 8295, 9179, 8286, 8287}"
Xca,{'1462'},"{5894, 7688, 7562, 5515, 2956, 4621, 14, 3991, 8095, 9119, 6177, 299, 303, 559, 4786, 3634, 3892, 8117, 3125, 6202, 6330, 5694, 1478, 7497, 8142, 4433, 5846, 3290, 7258, 1370, 1376, 5859, 7654, 3433, 1513, 6763, 4716, 5111, 1267, 1909, 6775, 1403}","{5894, 7688, 7562, 5515, 2956, 4621, 14, 3991, 8095, 9119, 6177, 299, 303, 559, 4786, 3634, 3892, 8117, 3125, 6202, 6330, 5694, 1478, 7497, 8142, 4433, 5846, 3290, 7258, 1370, 1376, 5859, 7654, 3433, 1513, 6763, 4716, 5111, 1267, 1909, 6775, 1403}"
Xce,{'8550'},"{8291, 9179, 8293}","{8291, 9179, 8293}"
Xcf,{'12452'},"{1281, 2886, 2761, 8269, 8274, 2835, 3155, 7579, 2524, 1701, 2604, 2863, 2741, 760, 7291, 4925}","{1281, 2886, 2761, 8269, 8274, 2835, 3155, 7579, 2524, 1701, 2604, 2863, 2741, 760, 7291, 4925}"
Xd0,{'5096'},"{387, 646, 138, 8142, 9174, 7832, 4568, 5852, 1053, 8479, 4513, 1760, 1249, 126, 6763, 559, 304, 1072, 1587, 6710, 6330, 573, 2366, 8639}","{387, 1349, 646, 1290, 4491, 138, 8142, 2063, 9174, 7832, 4568, 5852, 1053, 8479, 9119, 4513, 1760, 1249, 126, 6763, 559, 304, 1072, 1587, 6710, 6330, 573, 2366, 8639}"
Xd6,{'1488'},"{2886, 7688, 2956, 8142, 4433, 3991, 790, 987, 8095, 1760, 6177, 2275, 6330, 3433, 4716, 4786, 3634, 5111, 8117, 6775, 6202, 318}","{5894, 2886, 7688, 7497, 2956, 8142, 4433, 150, 3991, 790, 5846, 7258, 987, 8095, 1760, 6177, 2275, 7654, 6330, 3433, 4716, 4786, 3634, 5111, 8117, 6775, 6202, 318}"
Xd7,{'5093'},"{8313, 698}","{8313, 698, 8299}"
Xd8,{'1759'},"{8297, 8291, 8293, 8294}","{8297, 8291, 8293, 8294}"
Xdd,{'1492'},"{64, 2018, 5894, 7654, 7497, 1769, 1229, 304, 1169, 2483, 1075, 1785, 284, 5439}","{64, 2018, 5894, 7654, 7497, 1769, 1229, 304, 1169, 2483, 1075, 1785, 284, 5439}"
Xdf,{'2447'},"{8290, 9128, 8302, 9010, 9395, 9076, 9397, 9276}","{8290, 9128, 8302, 9010, 9395, 9076, 9397, 9276}"
Xe0,{'9133'},"{8295, 9128, 8302, 9010, 9395, 9076, 9397, 9276}","{8295, 9128, 8302, 9010, 9395, 9076, 9397, 9276}"
Xe1,{'8742'},"{9128, 8302, 9010, 9395, 9076, 9397, 9179, 9276, 8286}","{9128, 8302, 9010, 9395, 9076, 9397, 9179, 9276, 8286}"
Xe2,"{'6465', '6464'}","{1249, 1539, 154, 7530, 9935, 465, 977, 2036, 5972, 9720, 8026, 6972, 4317, 8479}","{1249, 1539, 154, 7530, 9935, 465, 977, 2036, 5972, 9720, 8026, 6972, 4317, 8479}"
Xe3,{'9378'},"{8297, 8290, 9179, 8292}","{8297, 8290, 9179, 8292}"
Xe4,{'1785'},"{8297, 8293, 8294, 8287}","{8297, 8293, 8294, 8287}"
Xe5,{'2740'},{5831},"{7651, 5831, 8142, 6546, 2968, 2969, 7291, 5054}"
Xe8,{'12451'},"{760, 1587, 1701, 4695}","{760, 1587, 1701, 4695}"
Xe9,{'44'},"{9395, 8294, 9128, 9179, 9276, 8302, 8287}","{9395, 8294, 9128, 9179, 9276, 8302, 8287}"
Xea,{'10622'},"{8295, 9128, 9010, 9395, 9076, 9397, 9179, 9276, 8286}","{8295, 9128, 9010, 9395, 9076, 9397, 9179, 9276, 8286}"
Xeb,{'10611'},"{8293, 9397, 8286, 8295}","{8293, 9397, 8286, 8295}"
Xec,{'9555'},"{8288, 8286, 8294, 8295}","{8288, 8286, 8294, 8295}"
Xed,{'5337'},"{8297, 8290, 9179, 9397}","{8297, 8290, 9179, 9397}"
Xee,{'9556'},"{8293, 9128, 8297, 8302, 9010, 9395, 9076, 9397, 9179, 9276}","{8293, 9128, 8297, 8302, 9010, 9395, 9076, 9397, 9179, 9276}"
Xf1,{'1533'},"{4677, 4491, 940, 8877, 5006, 5075, 5045, 7000, 9119}","{4741, 5894, 7562, 4491, 2956, 4621, 5006, 1290, 8592, 2063, 7832, 7579, 9119, 8095, 8479, 4513, 1571, 940, 8877, 7602, 8117, 5045, 6972, 4925, 10045, 5694, 4677, 2886, 2761, 7497, 7291, 8269, 8142, 9935, 8274, 5075, 5972, 1621, 2647, 4568, 4695, 7258, 987, 8026, 4317, 7262, 7000, 2275, 5859, 7654, 488, 3433, 6634, 7530, 1900, 2036, 9720, 7931}"
Xf2,{'135'},"{8293, 8294, 8295, 8297, 9179}","{8293, 8294, 8295, 8297, 9179}"
Xf4,{'1288'},"{8292, 8295, 9128, 9010, 9395, 9076, 9397, 9276}","{8292, 8295, 9128, 9010, 9395, 9076, 9397, 9276}"
Xf6,{'1471'},"{8293, 9179, 9397, 8287}","{8293, 9179, 9397, 8287}"
Xf7,{'1392'},"{8292, 8293, 8295, 8297, 8286}","{8292, 8293, 8295, 8297, 8286}"
Xf8,{'1309'},"{8290, 8295, 8297, 9179, 8286}","{8290, 8295, 8297, 9179, 8286}"
Xfa,{'7187'},"{4677, 1292, 1199, 1777, 4370, 5075, 5045, 4759, 377}","{4677, 1292, 1199, 1777, 4370, 5075, 5045, 4759, 377}"
Xfd,{'7208'},"{2082, 3939, 5075, 2520, 377}","{2082, 3939, 5075, 2520, 377}"
X100,{'3144'},"{912, 465, 1331, 7579, 7832, 7291}","{912, 465, 1331, 7579, 7832, 7291}"
X106,{'3512'},"{8290, 8286, 8295, 8297, 8302}","{8290, 8286, 8295, 8297, 8302}"
X10b,{'9152'},"{8290, 9179, 8293, 8302}","{8290, 9179, 8293, 8302}"
X10f,"{'11370', '11374'}",{1631},"{318, 4677, 1289, 4491, 5006, 5075, 790, 5846, 2647, 7000, 5852, 1631, 1760, 6177, 6775, 360, 6763, 940, 6445, 5045, 6710, 5111, 1525, 6330, 573, 2366}"
X115,{'12752'},"{8301, 8294, 8295}","{8301, 8294, 8295}"
X116,"{'12750', '12745', '12755'}","{7688, 8457, 2956, 790, 3991, 9501, 8479, 6177, 2858, 6445, 3634, 3892, 6710, 6330, 573, 2366, 4433, 5846, 8921, 1631, 1760, 1120, 9707, 1900, 6763, 5111, 6775}","{7171, 7688, 8457, 2956, 150, 790, 3991, 7832, 7579, 9501, 8863, 8479, 6177, 1061, 6775, 2858, 6445, 8624, 3634, 3892, 3125, 6710, 312, 6330, 573, 2366, 5447, 336, 4433, 5846, 8921, 5852, 1631, 1760, 1120, 9707, 1900, 6763, 7796, 5111, 3837, 766}"
X11b,{'1327'},"{8290, 8297, 9179, 8301, 8286}","{8290, 8297, 9179, 8301, 8286}"
X11e,{'1476'},"{6177, 1635, 7654, 7497, 1534}","{1760, 6177, 610, 1635, 7654, 1094, 7497, 1484, 304, 6202, 1534}"
X11f,{'6900'},"{8286, 9010, 8301, 8302}","{8286, 9010, 8301, 8302}"
X122,{'2482'},"{8288, 9010, 8294, 8297, 9179}","{8288, 9010, 8294, 8297, 9179}"
X123,{'10620'},"{8290, 9395, 9076, 9397, 9128, 8956, 9276}","{8290, 9395, 9076, 9397, 9128, 8956, 9276}"
X124,{'8744'},"{9010, 8293, 8295, 8301, 8302}","{9010, 8293, 8295, 8301, 8302}"
X125,{'11559'},"{8290, 9010, 8301, 8295}","{8290, 9010, 8301, 8295}"
X126,{'137'},"{9010, 8294, 8295, 8286, 8297, 9179, 8302}","{9010, 8294, 8295, 8286, 8297, 9179, 8302}"
X127,{'3529'},{8300},"{8288, 8300, 8286}"
X12a,{'2570'},"{9010, 8293, 8297, 9179, 8301}","{9010, 8293, 8297, 9179, 8301}"
X12d,{'5278'},"{8956, 8295, 9128, 8297, 9395, 9076, 9397, 9276}","{8956, 8295, 9128, 8297, 9395, 9076, 9397, 9276}"
X12e,{'10161'},"{8956, 9128, 8302, 9010, 9395, 9076, 9397, 9276}","{8956, 9128, 8302, 9010, 9395, 9076, 9397, 9276}"
X131,{'1390'},"{4677, 1093, 7688, 7562, 5006, 1296, 3792, 4433, 4177, 5075, 5846, 1112, 8095, 8863, 6177, 5859, 6763, 4716, 6445, 3892, 5045, 6775, 120, 6330, 703}","{4677, 1093, 7688, 7562, 5006, 1296, 3792, 4433, 4177, 5075, 5846, 1112, 8095, 8863, 6177, 5859, 6763, 4716, 6445, 3892, 5045, 6775, 120, 6330, 703}"
X137,{'10647'},"{1472, 2113, 6763, 4491, 11, 496, 1169, 2483}","{1472, 2113, 6763, 4491, 11, 496, 1169, 2483}"
X138,{'10642'},"{8297, 8292, 8293, 8302}","{8297, 8292, 8293, 8302}"
X139,{'4077'},"{8288, 9010, 8293, 8294, 8286, 8302}","{8288, 9010, 8293, 8294, 8286, 8302}"
X13b,{'5225'},"{8297, 9179, 8292, 8286}","{8297, 9179, 8292, 8286}"
X13f,{'4078'},"{8290, 9010, 8295, 8297, 8302}","{8290, 9010, 8295, 8297, 8302}"
X140,{'7479'},"{8290, 8293, 9397, 8295, 8297}","{8290, 8293, 9397, 8295, 8297}"
X142,{'7184'},"{744, 552, 1869, 5518, 2802, 5075, 5045, 1751, 2520, 345}","{744, 552, 1869, 5518, 2802, 5075, 5045, 1751, 2520, 345}"
X144,{'5838'},"{8294, 8286, 9179, 8301, 8302}","{8294, 8286, 9179, 8301, 8302}"
X146,{'6615'},"{9010, 9179, 8293, 8294}","{9010, 9179, 8293, 8294}"
X147,{'5276'},"{8288, 9010, 8293, 9397, 8301, 8286}","{8288, 9010, 8293, 9397, 8301, 8286}"
X148,{'680'},"{1970, 6710, 1608, 9707, 667}","{1970, 6710, 1608, 9707, 667}"
X149,{'2491'},"{4513, 2886, 1290, 7291, 2063, 786, 2259, 434, 4568, 7579, 4925}","{4513, 2886, 1290, 7291, 2063, 786, 2259, 434, 4568, 7579, 4925}"
X14d,{'11366'},"{8288, 9128, 9010, 9395, 9076, 9397, 9179, 9276, 8286}","{8288, 9128, 9010, 9395, 9076, 9397, 9179, 9276, 8286}"
X14e,{'5748'},"{8293, 9179, 8301, 8286}","{8293, 9179, 8301, 8286}"
X150,{'1753'},"{1970, 6710, 4250, 667, 5852}","{1970, 6710, 4250, 667, 5852}"
X151,{'1316'},{646},"{573, 646, 7688, 8457, 1290, 523, 4621, 2063, 2645, 790, 3991, 7000, 7258, 7262, 8095, 1961, 1789, 6763, 4716, 4786, 3634, 562, 8117, 6330, 4925}"
X152,{'7171'},"{377, 1669}","{993, 4677, 1669, 1292, 2031, 1199, 1777, 5075, 2645, 5045, 377, 7258, 3199}"
X158,{'1555'},"{8288, 8956, 8293, 9128, 9010, 9395, 9076, 9397, 9276}","{8288, 8956, 8293, 9128, 9010, 9395, 9076, 9397, 9276}"
X15a,{'5344'},"{8290, 9010, 8293, 8297, 9179}","{8290, 9010, 8293, 8297, 9179}"
X15c,{'8092'},"{9010, 8292, 9397, 9179, 8286}","{9010, 8292, 9397, 9179, 8286}"
X15d,{'9824'},"{9179, 8293, 9087}","{9179, 8293, 9087}"
X15f,{'7353'},"{2400, 4741, 2855, 6634, 1071, 7602, 4050, 5972, 2550, 1401, 8026, 6972, 3454, 1855}","{2400, 4741, 2855, 6634, 1071, 7602, 4050, 5972, 2550, 1401, 8026, 6972, 3454, 1855}"
X160,"{'753', '4070'}","{7688, 8457, 1290, 1289, 4621, 2063, 790, 8479, 6177, 2858, 810, 6445, 3634, 3892, 6710, 6202, 573, 4925, 2366, 5694, 4677, 2886, 7497, 8269, 4433, 8274, 4695, 2647, 7000, 7258, 1631, 1120, 3433, 6763, 1900, 6775, 7291, 389, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 8117, 5045, 6330, 8639, 2761, 8142, 5075, 9174, 5846, 4568, 8921, 5852, 1760, 7654, 6634, 5111, 7931}","{7688, 8457, 1290, 1289, 4621, 2063, 790, 8479, 6177, 2858, 810, 6445, 3634, 3892, 6710, 6202, 573, 4925, 2366, 5694, 4677, 2886, 7497, 8269, 4433, 8274, 4695, 2647, 7000, 7258, 1631, 1120, 3433, 6763, 1900, 6775, 7291, 389, 7562, 4491, 2956, 5006, 8592, 3991, 7832, 7579, 9119, 8095, 4513, 940, 8877, 8117, 5045, 6330, 8639, 2761, 8142, 5075, 9174, 5846, 4568, 8921, 5852, 1760, 7654, 6634, 5111, 7931}"
X161,{'1598'},"{2113, 2483, 5852, 678, 6710, 972}","{2113, 2483, 5852, 678, 6710, 972}"
X162,{'7215'},"{4677, 1292, 5518, 1199, 1777, 4370, 5075, 5045}","{4677, 1292, 5518, 1199, 1777, 4370, 5075, 5045}"
X163,{'9778'},{5518},"{135, 744, 552, 5518, 2802, 5075, 5045, 1751, 2520, 345, 187}"
X164,{'12562'},"{960, 898, 2886, 2761, 138, 585, 1485, 2131, 9174, 4568, 3290, 158, 2018, 4716, 494, 4786, 1587, 1974, 8824, 4925, 8639}","{960, 898, 2886, 2761, 138, 585, 1485, 2131, 9174, 4568, 3290, 158, 2018, 4716, 494, 4786, 1587, 1974, 8824, 4925, 8639}"
X167,{'6882'},"{8288, 9010, 8293, 8295, 9179, 8302}","{8288, 9010, 8293, 8295, 9179, 8302}"
X169,{'7625'},"{8292, 8295, 8286, 9179, 8302}","{8292, 8295, 8286, 9179, 8302}"
