Node,Mutants,Unique Tests,Tests
X49,"{'2785', '2808'}","{256, 388, 325, 710, 717, 1040, 1240, 1052, 1440, 1569, 416, 362, 44, 111, 1648, 1395, 499, 1722, 1535}","{256, 388, 325, 710, 717, 1040, 1240, 1052, 1440, 1569, 416, 362, 44, 111, 1648, 1395, 499, 1722, 1535}"
X4a,{'2743'},"{114, 587}","{114, 587}"
X4b,{'519'},"{1571, 1635, 41, 1099, 44, 505, 48, 434, 83, 1657}","{1571, 1635, 41, 1099, 44, 505, 48, 434, 83, 1657}"
X4c,{'518'},"{1571, 1635, 709, 99, 1255, 1130, 1099, 490, 48, 434, 1557, 1657, 62}","{1571, 1635, 709, 99, 1255, 1130, 1099, 490, 48, 434, 1557, 1657, 62}"
X4f,{'2336'},"{1153, 1159}","{256, 1153, 392, 1159, 264, 1052}"
X50,{'2923'},"{113, 591}","{113, 591}"
X51,{'904'},"{864, 1569, 227, 932, 147}","{864, 1569, 227, 932, 147}"
X52,{'2757'},"{177, 295, 1017, 1722, 1052}","{177, 295, 1017, 1722, 1052}"
X53,{'287'},"{1170, 1635, 748, 675}","{1170, 1635, 748, 675}"
X55,"{'1029', '1031'}","{274, 612}","{274, 612}"
X57,{'399'},"{513, 1542, 788, 1557, 1440, 1569, 674, 932, 1704, 1583, 313, 1593, 1722, 62, 832, 1089, 65, 320, 1733, 709, 1095, 710, 1099, 334, 720, 1240, 864, 736, 480, 482, 227, 1130, 1648, 369, 1520, 1395, 757, 122, 1662, 1535}","{256, 513, 769, 1281, 1542, 519, 8, 518, 1289, 1040, 19, 1299, 1557, 21, 788, 281, 540, 541, 1052, 284, 545, 1569, 1571, 294, 1583, 1072, 1333, 568, 1593, 313, 62, 832, 1089, 65, 320, 836, 1095, 1099, 334, 1361, 601, 1118, 864, 1635, 1130, 362, 1387, 111, 112, 1648, 1137, 369, 1395, 1145, 1657, 122, 1148, 1662, 1153, 643, 1668, 1155, 1159, 649, 650, 139, 1162, 1170, 1686, 1688, 415, 1440, 674, 1700, 932, 1704, 1452, 174, 175, 1207, 1719, 1722, 963, 1733, 709, 710, 455, 717, 1485, 720, 728, 1240, 735, 736, 480, 482, 227, 230, 1255, 1001, 238, 1520, 757, 1015, 1535}"
X58,{'2151'},"{1440, 1569, 674, 1722, 1542, 1099, 334, 1583, 788, 757, 1240, 58, 1662}","{256, 709, 1542, 455, 1099, 717, 334, 1040, 147, 788, 1240, 281, 601, 1052, 1440, 1569, 674, 58, 362, 238, 1583, 111, 757, 1722, 1662}"
X59,{'1162'},"{1483, 1485}","{1483, 1485, 1198}"
X5a,{'2814'},"{513, 1569, 710, 1130, 266, 717, 238, 1648, 381, 1557, 1240, 1722, 93, 62, 1535}","{513, 1569, 710, 1130, 266, 717, 238, 1648, 381, 1557, 1240, 1722, 93, 62, 1535}"
X5c,{'304'},"{1153, 1155, 1542, 1159, 1162, 788, 674, 1571, 932, 1583, 320, 65, 709, 1733, 710, 1099, 334, 864, 1635, 227, 1130, 757, 1145, 1148, 381, 1662}","{256, 513, 518, 1542, 519, 1040, 1299, 788, 1557, 21, 281, 1052, 1569, 1571, 294, 1583, 313, 1593, 57, 62, 832, 1089, 65, 320, 1095, 1099, 334, 601, 864, 1635, 1130, 362, 111, 1648, 369, 1395, 1657, 1145, 122, 1148, 381, 1662, 1153, 1155, 1159, 1162, 1440, 674, 1700, 932, 1704, 426, 1452, 1722, 709, 1733, 455, 710, 717, 720, 1240, 480, 736, 482, 227, 1255, 238, 757, 1015, 1535}"
X5e,"{'2665', '2667'}","{256, 491, 1052, 111}","{256, 491, 1052, 111}"
X5f,{'838'},{1399},{1399}
X61,"{'2243', '2331'}","{1281, 1153, 1155, 963, 451, 1159, 1289, 649, 1162, 1361, 1688, 728, 540, 541, 415, 545, 1001, 1387, 1137, 1015, 372, 1207, 1145, 1148}","{1281, 1153, 1155, 963, 451, 1159, 1289, 649, 1162, 1361, 1688, 728, 540, 541, 415, 545, 1001, 1387, 1137, 1015, 372, 1207, 1145, 1148}"
X64,{'942'},"{1281, 963, 836, 518, 649, 1361, 1170, 532, 21, 1688, 728, 541, 545, 1700, 171, 1452, 1072, 1719}","{1281, 963, 836, 518, 649, 1361, 1170, 532, 21, 1688, 728, 541, 545, 1700, 171, 1452, 1072, 1719}"
X66,"{'1471', '1446'}","{1032, 1485}","{1032, 1058, 1485}"
X67,{'2420'},"{1176, 1172, 1173}","{1176, 1172, 1173}"
X69,{'1132'},"{576, 705, 98, 261, 742, 1255, 456, 1289, 1387, 1137, 469, 1207, 857, 733}","{576, 705, 98, 261, 742, 1255, 456, 1289, 1387, 1137, 469, 1207, 857, 733}"
X6a,{'2494'},"{1153, 1281, 1155, 1159, 1719, 1162, 1299, 728, 284, 540, 415, 548, 1333, 1015, 1145, 378, 1148, 382}","{1153, 1281, 1155, 1159, 1719, 1162, 1299, 728, 284, 540, 415, 548, 1333, 1015, 1145, 378, 1148, 382}"
X6b,{'1131'},"{1153, 1155, 133, 1159, 1162, 1485, 1299, 284, 540, 415, 544, 548, 1072, 1333, 373, 1015, 1145, 1148, 382}","{1153, 1155, 133, 1159, 1162, 1485, 1299, 284, 540, 415, 544, 548, 1072, 1333, 373, 1015, 1145, 1148, 382}"
X6f,{'631'},"{769, 1281, 1, 1542, 1289, 788, 281, 540, 284, 541, 545, 1571, 299, 1583, 1072, 1333, 568, 65, 836, 1099, 334, 1361, 601, 1118, 864, 1635, 1130, 1387, 112, 1137, 1145, 1148, 1662, 1153, 643, 1668, 1155, 1159, 649, 650, 139, 1162, 1170, 1686, 1688, 412, 415, 674, 932, 174, 175, 1207, 1719, 450, 963, 709, 1733, 455, 710, 1485, 728, 473, 474, 735, 227, 230, 487, 231, 1001, 1520, 757}","{769, 1281, 1, 1542, 8, 1289, 788, 281, 540, 284, 541, 545, 1571, 299, 1583, 1072, 1333, 568, 65, 836, 1099, 334, 1361, 601, 1118, 864, 1635, 1130, 1387, 112, 1137, 1145, 1148, 1662, 1153, 643, 1668, 1155, 1159, 649, 650, 139, 1162, 1170, 1686, 1688, 412, 415, 674, 932, 174, 175, 1207, 1719, 450, 963, 709, 1733, 455, 710, 1485, 728, 473, 474, 735, 227, 230, 487, 231, 1001, 1520, 757}"
X71,{'1223'},"{1170, 643, 963, 1001, 171, 508, 187}","{1170, 643, 963, 1001, 171, 508, 187}"
X74,{'1155'},{1026},"{641, 1026, 1485}"
X75,{'2426'},"{643, 1700, 836, 649, 1001, 171, 187, 541, 575}","{643, 1700, 836, 649, 1001, 171, 187, 541, 575}"
X77,{'1255'},"{256, 67, 1542, 717, 334, 1040, 80, 788, 1240, 601, 1052, 1569, 674, 58, 868, 362, 1662, 238, 111, 1332, 757, 1722, 890}","{256, 67, 1542, 717, 334, 1040, 80, 788, 1240, 601, 1052, 1569, 674, 58, 868, 362, 1662, 238, 111, 1332, 757, 1722, 890}"
X78,{'1296'},"{868, 1479, 17, 1461, 342}","{256, 1569, 674, 1440, 868, 1479, 362, 74, 238, 17, 1461, 342, 309, 1240}"
X79,{'415'},"{256, 392, 264, 1052, 1022}","{256, 392, 264, 1052, 1022}"
X7a,"{'173', '261', '262', '2919', '1373', '172', '617'}","{736, 160, 116, 149, 743, 1593, 602}","{736, 160, 116, 149, 743, 1593, 602}"
X7b,{'2309'},"{256, 1153, 1155, 1159, 1162, 266, 1040, 1052, 1440, 1569, 41, 1583, 48, 1332, 1593, 1722, 58, 832, 710, 717, 720, 80, 83, 1240, 601, 93, 991, 736, 1130, 362, 238, 111, 1648, 1395, 1145, 1148, 1535}","{256, 1153, 1155, 1159, 1162, 266, 1040, 1052, 1440, 1569, 41, 1583, 48, 1332, 1593, 1722, 58, 832, 710, 717, 720, 80, 83, 1240, 601, 93, 991, 736, 1130, 362, 238, 111, 1648, 1395, 1145, 1148, 1535}"
X7c,{'2593'},"{1074, 355, 394, 823}","{1074, 355, 394, 823}"
X7d,{'2621'},"{96, 1131}","{96, 1131}"
X7e,{'1204'},"{416, 832, 1145, 4, 1159, 1162, 238, 1593, 1662}","{832, 1153, 1145, 1155, 4, 67, 1542, 1159, 1162, 266, 334, 80, 788, 1240, 601, 1440, 1569, 674, 416, 58, 736, 238, 1583, 111, 1648, 1593, 1722, 1148, 1662, 1535}"
X7f,{'2744'},"{232, 1051, 590}","{232, 1051, 590}"
X80,{'2740'},{1052},"{1040, 177, 1052}"
X81,"{'2724', '2722'}","{416, 1074, 44}","{416, 1074, 44}"
X82,{'2810'},"{256, 388, 325, 710, 1052, 734, 991, 1440, 1569, 296, 44, 1648, 1395, 499, 53, 505}","{256, 388, 325, 710, 1052, 734, 991, 1440, 1569, 296, 44, 1648, 1395, 499, 53, 505}"
X83,{'946'},"{836, 509}","{1281, 963, 836, 1700, 8, 171, 1452, 1361, 1719, 1688, 187, 508, 509}"
X87,{'1046'},"{227, 185, 709, 137, 1583, 1648, 208, 1240, 1593, 1662}","{227, 185, 709, 137, 1583, 1648, 208, 1240, 1593, 1662}"
X89,{'68'},"{80, 490, 1332, 991}","{256, 513, 832, 266, 717, 1040, 720, 80, 1657, 1557, 1240, 1052, 991, 1440, 1569, 736, 1255, 362, 490, 238, 111, 48, 1648, 1395, 1332, 1015, 1593, 1722, 381, 62, 1535}"
X8a,{'803'},"{1130, 710}","{147, 709, 710, 455, 281, 1130}"
X8b,"{'260', '208', '2915', '582', '222', '2992', '207', '806', '224', '360', '793', '358', '226'}","{256, 513, 1, 769, 1281, 518, 519, 8, 1542, 1289, 1040, 1299, 788, 1557, 21, 281, 540, 1052, 541, 284, 1569, 545, 1571, 294, 299, 1583, 1072, 1333, 568, 1593, 313, 62, 832, 1089, 65, 836, 1095, 1099, 334, 1361, 601, 1118, 864, 1635, 1130, 362, 1387, 111, 112, 1648, 1137, 369, 1395, 1145, 1657, 122, 1148, 1662, 1153, 643, 1668, 1155, 1159, 649, 650, 139, 1162, 1170, 1686, 1688, 412, 415, 1440, 674, 1700, 932, 1704, 426, 1452, 174, 175, 1207, 1719, 1722, 450, 963, 709, 1733, 710, 455, 717, 1485, 720, 728, 1240, 474, 735, 736, 480, 482, 227, 230, 1255, 231, 487, 1001, 238, 1520, 757, 1015, 1535}","{256, 513, 1, 769, 1281, 518, 519, 8, 1542, 1289, 1040, 1299, 788, 1557, 21, 281, 540, 1052, 541, 284, 1569, 545, 1571, 294, 299, 1583, 1072, 1333, 568, 1593, 313, 62, 832, 1089, 65, 836, 1095, 1099, 334, 1361, 601, 1118, 864, 1635, 1130, 362, 1387, 111, 112, 1648, 1137, 369, 1395, 1145, 1657, 122, 1148, 1662, 1153, 643, 1668, 1155, 1159, 649, 650, 139, 1162, 1170, 1686, 1688, 412, 415, 1440, 674, 1700, 932, 1704, 426, 1452, 174, 175, 1207, 1719, 1722, 450, 963, 709, 1733, 710, 455, 717, 1485, 720, 728, 1240, 474, 735, 736, 480, 482, 227, 230, 1255, 231, 487, 1001, 238, 1520, 757, 1015, 1535}"
X8d,{'2542'},"{1183, 1181, 1191}","{1183, 1181, 1191}"
X8f,"{'1240', '1242'}",{170},"{705, 738, 98, 1255, 1289, 170, 1387, 1207, 664, 926}"
X91,"{'2730', '2728', '2732'}","{710, 823, 200, 1130, 93}","{710, 823, 200, 1130, 93}"
X92,"{'427', '522'}","{226, 99, 709, 1255, 1130, 490, 1557, 62}","{226, 99, 709, 1255, 1130, 490, 1557, 62}"
X96,{'425'},"{1153, 1145, 1155, 4, 67, 1542, 1159, 1162, 266, 717, 334, 80, 1240, 1440, 1569, 674, 416, 58, 736, 1583, 111, 1648, 1395, 1593, 1722, 1148, 1662, 1535}","{1153, 1145, 1155, 4, 67, 1542, 1159, 1162, 266, 717, 334, 80, 1240, 1440, 1569, 674, 416, 58, 736, 1583, 111, 1648, 1395, 1593, 1722, 1148, 1662, 1535}"
X97,{'2525'},"{1072, 1571, 963, 1333}","{643, 963, 1571, 1001, 171, 1072, 21, 1333, 1207, 575}"
X99,{'949'},{1381},"{1281, 963, 1700, 1381, 171, 1452, 1361, 1719, 1688, 187, 508}"
X9a,{'2152'},"{1729, 982}","{1729, 982}"
X9c,{'2570'},"{256, 1153, 1155, 1542, 1159, 1162, 266, 1040, 1657, 788, 281, 1052, 1440, 1569, 674, 1571, 932, 1583, 434, 1332, 1593, 1722, 58, 832, 65, 1733, 709, 455, 710, 1099, 717, 334, 720, 1240, 601, 864, 736, 227, 1635, 362, 1130, 238, 111, 1648, 1395, 757, 1015, 1145, 1148, 1662, 1535}","{256, 1153, 1155, 1542, 1159, 1162, 266, 1040, 1657, 788, 281, 1052, 1440, 1569, 674, 1571, 932, 1583, 434, 1332, 1593, 1722, 58, 832, 65, 1733, 709, 455, 710, 1099, 717, 334, 720, 1240, 601, 864, 736, 227, 1635, 362, 1130, 238, 111, 1648, 1395, 757, 1015, 1145, 1148, 1662, 1535}"
X9e,{'1048'},"{832, 736, 1571, 1635, 709, 1593, 720, 1657, 281, 1535}","{256, 1542, 1040, 788, 281, 1052, 1440, 1569, 674, 1571, 1583, 434, 1593, 1722, 58, 832, 65, 67, 709, 717, 334, 720, 80, 1240, 601, 736, 1635, 868, 362, 238, 111, 757, 1657, 890, 1662, 1535}"
X9f,{'1206'},"{991, 4, 1332, 53, 1145, 266, 1535}","{991, 4, 1332, 53, 1145, 266, 1535}"
Xa3,"{'2983', '2946'}","{256, 1040, 392, 264, 362, 1052}","{256, 1040, 392, 264, 362, 1052}"
Xa5,{'1142'},"{1001, 1299, 1333, 1461}","{1001, 1387, 620, 622, 1137, 1299, 1333, 1461, 1207, 733, 575}"
Xa7,{'2522'},"{1072, 1730, 963, 372, 21, 1001, 171}","{1072, 1730, 963, 372, 21, 1001, 171}"
Xa9,{'1143'},"{1153, 1155, 643, 1159, 1289, 1162, 1657, 1299, 284, 540, 415, 1571, 548, 1635, 1001, 1387, 1137, 1015, 1333, 373, 1207, 1145, 1148, 382, 575}","{1153, 1155, 643, 1159, 1289, 1162, 1657, 1299, 284, 540, 415, 1571, 548, 1635, 1001, 1387, 1137, 1015, 1333, 373, 1207, 1145, 1148, 382, 575}"
Xad,{'1226'},"{643, 836, 1001, 1485, 1072, 1137, 1299, 1333, 575}","{643, 836, 518, 1289, 649, 1485, 1299, 21, 728, 541, 545, 1571, 1635, 1255, 1001, 1387, 1072, 1137, 1333, 1207, 1657, 575}"
Xb0,{'2269'},"{1461, 1479}","{643, 294, 1479, 1485, 174, 1137, 1461, 507}"
Xb1,{'2540'},"{530, 1333, 568, 650, 171, 120}","{530, 1333, 568, 650, 171, 120}"
Xb2,{'1466'},"{193, 1, 244, 487, 474}","{193, 1, 244, 487, 474}"
Xb3,{'1584'},"{769, 1281, 1155, 1668, 643, 518, 519, 8, 1159, 650, 139, 1289, 649, 1162, 1657, 1170, 1299, 19, 21, 1686, 1688, 540, 284, 541, 415, 545, 1571, 1700, 294, 41, 1153, 1452, 174, 175, 1072, 1333, 1207, 568, 1719, 963, 836, 1738, 1485, 1361, 728, 1118, 735, 1635, 230, 1255, 1001, 1387, 112, 1137, 1015, 1145, 1148}","{769, 1281, 1155, 1668, 643, 518, 519, 8, 1159, 650, 139, 1289, 649, 1162, 1657, 1170, 1299, 19, 21, 1686, 1688, 540, 284, 541, 415, 545, 1571, 1700, 294, 41, 1153, 1452, 174, 175, 1072, 1333, 1207, 568, 1719, 963, 836, 1738, 1485, 1361, 728, 1118, 735, 1635, 230, 1255, 1001, 1387, 112, 1137, 1015, 1145, 1148}"
Xb4,"{'329', '919'}",{1209},{1209}
Xb5,{'937'},"{1281, 1153, 1155, 643, 518, 1159, 391, 1289, 649, 1162, 1161, 1657, 1170, 1299, 21, 1688, 284, 540, 541, 415, 545, 1571, 1700, 294, 168, 41, 1452, 1072, 1333, 1461, 1207, 1719, 187, 705, 963, 836, 1479, 1485, 1361, 728, 733, 1635, 1381, 1255, 1001, 1387, 620, 1137, 1015, 1145, 378, 1148}","{1281, 1153, 1155, 643, 518, 1159, 391, 1289, 649, 1162, 1161, 1657, 1170, 1299, 21, 1688, 284, 540, 541, 415, 545, 1571, 1700, 294, 168, 41, 1452, 1072, 1333, 1461, 1207, 1719, 187, 705, 963, 836, 1479, 1485, 1361, 728, 733, 1635, 1381, 1255, 1001, 1387, 620, 1137, 1015, 1145, 378, 1148}"
Xb7,{'2224'},"{832, 736, 160, 1255, 720, 688, 149, 1593, 602}","{832, 736, 160, 1255, 720, 688, 149, 1593, 602}"
Xba,{'2549'},"{544, 643, 836, 548, 35, 1072, 728, 475, 284, 382}","{544, 643, 836, 548, 35, 1072, 728, 475, 284, 382}"
Xbb,{'1267'},"{1153, 1155, 1635, 1159, 104, 1162, 1137, 1170, 1145, 1148}","{1153, 1155, 1635, 1159, 104, 1162, 300, 1485, 1137, 1170, 1015, 1145, 1148, 540, 415}"
Xbc,{'2227'},"{864, 1571, 932, 1635, 580, 1255, 169, 875, 688, 1395, 1657, 1722, 1535}","{864, 1571, 932, 1635, 580, 1255, 169, 875, 688, 1395, 1657, 1722, 1535}"
Xbd,{'2210'},"{674, 227, 932, 517, 1542, 38, 585, 235, 146, 223}","{674, 227, 932, 517, 1542, 38, 585, 235, 146, 223}"
Xbe,{'612'},{342},"{256, 832, 362, 28, 238, 720, 1040, 17, 788, 757, 342, 601, 1052}"
Xc0,{'2776'},"{1056, 113, 276, 1493, 262}","{1056, 113, 276, 1493, 262}"
Xc1,{'2206'},"{401, 1159}","{401, 1148, 623, 1159}"
Xc3,"{'2787', '2789'}","{256, 388, 325, 717, 1040, 1240, 1052, 991, 1440, 416, 362, 44, 111, 1648, 1395, 499, 1722}","{256, 388, 325, 717, 1040, 1240, 1052, 991, 1440, 416, 362, 44, 111, 1648, 1395, 499, 1722}"
Xc4,{'423'},"{1153, 628, 148, 790, 1159, 1161}","{1153, 628, 148, 790, 1159, 1161}"
Xc5,{'1025'},"{598, 788, 28, 238}","{598, 788, 28, 238}"
Xc9,{'2510'},"{1281, 643, 963, 1571, 1635, 1452, 620, 622, 1361, 1137, 21, 1207, 575}","{1281, 643, 963, 1571, 1635, 1452, 620, 622, 1361, 1137, 21, 1207, 575}"
Xca,{'1151'},"{642, 635}","{642, 635}"
Xcb,{'1154'},{1142},"{1142, 1198}"
Xcc,"{'1156', '1164', '1159'}","{1483, 1485}","{1058, 1483, 1485}"
Xcd,{'1383'},"{1170, 1381}","{1281, 963, 1381, 171, 1452, 1361, 1170, 187, 508}"
Xcf,{'2595'},"{241, 1074, 1010, 887, 872, 444, 255}","{241, 1074, 1010, 887, 872, 444, 255}"
Xd1,{'2857'},"{121, 698, 359}","{121, 698, 359}"
Xd3,{'2368'},"{1153, 643, 1155, 836, 1159, 1479, 650, 1162, 1485, 728, 284, 540, 120, 415, 544, 1635, 41, 1072, 1461, 1015, 568, 1145, 1148}","{1153, 643, 1155, 836, 1159, 1479, 650, 1162, 1485, 728, 284, 540, 120, 415, 544, 1635, 41, 1072, 1461, 1015, 568, 1145, 1148}"
Xd4,{'2409'},"{1528, 508, 366}","{1528, 508, 366}"
Xd6,{'2520'},"{171, 1730, 963, 187}","{171, 1730, 963, 187}"
Xd8,"{'2812', '2811'}",{325},"{256, 388, 325, 710, 717, 1040, 80, 1240, 1052, 991, 1440, 1569, 296, 362, 44, 111, 1648, 1395, 505, 1722, 1535}"
Xda,{'1038'},"{890, 991}","{1153, 1155, 67, 1542, 1479, 266, 334, 80, 788, 1240, 601, 991, 1440, 1569, 674, 416, 58, 736, 1583, 111, 1648, 1461, 1722, 1148, 890, 1535}"
Xdb,{'1034'},"{890, 499, 868, 991}","{832, 1153, 1145, 1155, 4, 67, 1159, 1162, 266, 1240, 601, 991, 1440, 1569, 736, 868, 1662, 238, 1583, 111, 1648, 499, 1332, 1593, 1722, 890}"
Xdc,{'2754'},"{256, 264, 262}","{256, 264, 262}"
Xdd,{'2788'},"{388, 325, 44, 111, 1395, 499, 1240, 1722, 1052, 991}","{256, 388, 325, 717, 1040, 80, 1240, 1052, 991, 1440, 296, 362, 44, 111, 1648, 1395, 499, 505, 1722}"
Xde,{'2781'},"{1722, 1052, 295}","{256, 1722, 295, 264, 202, 1052}"
Xdf,{'1133'},"{576, 98, 261, 742, 1255, 1479, 1289, 456, 1387, 1137, 1461, 469, 1207, 857, 733}","{576, 98, 261, 742, 1255, 1479, 1289, 456, 1387, 1137, 1461, 469, 1207, 857, 733}"
Xe0,{'1130'},"{705, 98, 836, 261, 742, 1255, 456, 1289, 1387, 1137, 1207, 857, 733, 639}","{705, 98, 836, 261, 742, 1255, 456, 1289, 1387, 1137, 1207, 857, 733, 639}"
Xe1,{'2472'},"{541, 518, 1255, 733, 1289, 649, 728, 1170, 1299, 372, 21, 1333, 1719, 1688, 1207, 284, 540}","{1153, 1155, 518, 1159, 1289, 649, 1162, 1719, 1170, 1299, 21, 1688, 728, 284, 540, 541, 415, 733, 1255, 168, 41, 1015, 372, 1333, 1207, 1145, 1148}"
Xe2,{'1140'},"{1571, 1635, 1479, 1161, 1657}","{1153, 643, 1155, 1159, 391, 1289, 1162, 1161, 1657, 1299, 284, 540, 415, 1571, 294, 168, 41, 1333, 1461, 1207, 1479, 1485, 733, 1635, 1255, 1387, 620, 622, 1137, 1015, 1145, 378, 1148}"
Xe4,{'1254'},"{1161, 1026, 1163}","{1153, 1026, 1155, 324, 1159, 168, 1161, 1162, 1163, 1485, 1145, 476, 1148}"
Xe9,"{'2287', '2286'}","{1180, 1191}","{1180, 1191}"
Xea,"{'934', '1342'}","{1161, 1730, 1612, 1689}","{1281, 1153, 643, 1155, 518, 1159, 391, 1289, 649, 1162, 1161, 1657, 1170, 1299, 21, 1688, 1689, 284, 540, 541, 415, 545, 1571, 1700, 294, 168, 41, 1452, 1072, 1333, 1461, 1207, 1719, 187, 705, 1730, 963, 836, 1479, 1612, 1485, 1361, 728, 733, 1635, 1381, 1255, 1001, 1387, 1137, 1015, 1145, 378, 1148}"
Xeb,{'1161'},"{641, 1058, 1485}","{641, 1058, 1485}"
Xed,{'2556'},"{1635, 1155, 1485, 1137, 1170, 1145}","{1155, 1635, 168, 104, 300, 1485, 1137, 1170, 1145, 540, 415}"
Xee,{'1479'},"{450, 358, 956, 36}","{450, 358, 956, 36}"
Xef,{'1561'},"{1163, 1148, 77}","{1163, 1148, 77}"
Xf1,{'2598'},"{77, 1191}","{77, 1191}"
Xf3,{'2608'},"{1186, 107}","{1186, 107}"
