Node,Mutants,Unique Tests,Tests
X8b,{'26532'},"{36299, 36348}","{36299, 36348}"
X8e,{'58396'},{34843},{34843}
X8f,{'17699'},"{31408, 21779, 215, 15501, 14439, 5130, 30157}","{31408, 21779, 215, 15501, 14439, 5130, 30157}"
X91,{'14593'},"{15911, 16551, 17497, 14233, 14748, 222}","{15911, 16551, 17497, 14233, 14748, 222}"
X93,{'61227'},"{30157, 31887, 31408, 15825, 25906, 948, 26837, 88, 24377, 29339, 13369}","{30157, 31887, 31408, 15825, 25906, 948, 26837, 12374, 88, 24377, 29339, 13369}"
X94,{'49315'},"{36354, 11396, 26630, 27911, 32264, 33160, 31887, 18833, 1554, 33303, 43037, 22307, 40359, 39593, 41, 31408, 14129, 25906, 21299, 3511, 13369, 34107, 27710, 41791, 3139, 38218, 30157, 15825, 24659, 26837, 28634, 3677, 30557, 33119, 11105, 5602, 22501, 23014, 11245, 20973, 19952, 5104, 19440, 45041, 7028, 43894, 43511, 21112}","{36354, 11396, 26630, 27911, 32264, 33160, 31887, 18833, 1554, 33303, 43037, 22307, 40359, 39593, 41, 31408, 14129, 25906, 21299, 3511, 13369, 34107, 27710, 41791, 3139, 38218, 30157, 15825, 24659, 26837, 12374, 28634, 3677, 30557, 33119, 11105, 5602, 22501, 23014, 11245, 20973, 19952, 5104, 19440, 45041, 7028, 43894, 43511, 21112}"
X95,{'39075'},"{34800, 10002, 31109, 2983, 24279, 5038}","{34800, 10002, 31109, 2983, 24279, 5038}"
X96,{'8584'},"{14696, 17410, 18715, 16958}","{14696, 17410, 18715, 16958}"
X97,{'26606'},"{7063, 23014, 15111, 6524, 1769, 16843, 5420}","{7063, 23014, 15111, 6524, 1769, 16843, 5420}"
X98,{'2379'},"{8137, 41255, 4191}","{8137, 18715, 4191, 41255}"
X9a,{'64413'},"{24772, 17898, 18063, 17295, 45041, 16242, 18774, 12566}","{24772, 17898, 18063, 17295, 45041, 16242, 18774, 12566}"
X9b,{'35765'},"{9767, 4977, 5714, 5779, 7541, 10430}","{9767, 20977, 4977, 5779, 5714, 7541, 10430, 35710}"
X9d,{'76124'},"{36354, 44362, 24014, 271, 21009, 36826, 34524, 43037, 29788, 33119, 10851, 39012, 29418, 5104, 45041, 21299, 25463, 23546, 4411}","{36354, 44362, 24014, 271, 21009, 36826, 34524, 43037, 29788, 33119, 10851, 39012, 29418, 5104, 45041, 21299, 25463, 23546, 4411}"
X9f,{'19759'},"{242, 11596}","{17410, 242, 18715, 11596, 16958}"
Xa0,{'22820'},"{21985, 35363, 4530, 2163, 10547, 13657, 9980, 8927}","{21985, 35363, 4530, 2163, 10547, 13657, 9980, 8927}"
Xa3,{'49558'},"{19040, 36354, 4249, 27911, 6926, 9817, 6225, 13108, 948, 21112, 17497, 10589, 27710, 2719}","{19040, 36354, 4249, 27911, 6926, 9817, 6225, 13108, 948, 21112, 17497, 10589, 27710, 2719}"
Xa6,{'30304'},"{23014, 26630, 29478, 36523, 7343, 274, 13369, 7130, 24764, 33119}","{23014, 26630, 29478, 36523, 7343, 274, 13369, 7130, 24764, 33119}"
Xa7,{'20877'},"{13418, 30157}","{13418, 30157}"
Xa8,{'69262'},"{26837, 15911, 16376, 18478, 2527}","{26837, 15911, 16376, 18478, 2527}"
Xab,{'19623'},"{36354, 11651, 23014, 40359, 33160, 31408, 11440, 15223, 88, 17497, 29339, 27710, 15679}","{36354, 11651, 23014, 40359, 33160, 31408, 11440, 15223, 88, 17497, 29339, 27710, 15679}"
Xac,{'44962'},"{8032, 15441, 2805, 19351, 2429, 9038}","{8032, 15441, 2805, 19351, 2429, 9038}"
Xad,{'18051'},"{37201, 12161}","{37201, 35722, 17370, 12161}"
Xae,{'2398'},"{32, 10951, 17370, 18715, 16958}","{32, 10951, 17370, 18715, 16958}"
Xaf,{'40253'},{9455},"{7573, 11830, 16872, 21112, 9693, 4094, 9455}"
Xb1,"{'22796', '22795'}","{9736, 2714, 6647}","{9736, 2714, 6647}"
Xb2,{'31436'},"{15907, 46628, 95}","{15907, 46628, 35722, 18715, 95}"
Xb8,{'41203'},{37973},"{37973, 23590}"
Xbd,{'79950'},"{38919, 32264, 27911, 391, 18833, 1554, 5526, 33303, 22307, 10415, 13369, 27710, 8000, 22467, 3139, 8529, 24659, 4182, 10326, 28634, 29788, 3677, 30557, 33119, 11105, 5602, 8673, 22501, 23014, 29418, 11245, 20973, 26479, 19952, 5104, 111, 4723, 7028, 25463, 21112}","{38919, 32264, 27911, 391, 18833, 1554, 5526, 33303, 22307, 10415, 13369, 27710, 8000, 22467, 3139, 8529, 24659, 4182, 12374, 10326, 28634, 29788, 3677, 30557, 33119, 11105, 5602, 8673, 22501, 23014, 29418, 11245, 20973, 26479, 19952, 5104, 111, 4723, 7028, 25463, 21112}"
Xbf,{'22827'},"{6146, 33160, 39593, 26440, 6732, 26479, 24312, 25906, 19058, 10422, 8343, 32888, 33119}","{6146, 33160, 39593, 26440, 6732, 26479, 24312, 25906, 19058, 10422, 8343, 32888, 33119}"
Xc0,{'40841'},"{4003, 39268, 133, 21654}","{4003, 39268, 133, 21654, 17370, 16958}"
Xc3,"{'63620', '64228'}","{21607, 17410, 35710, 22302}","{21607, 17410, 35710, 22302}"
Xc4,{'6099'},{35676},"{35676, 28638, 21607}"
Xc6,{'17291'},{15736},"{15736, 20977, 35722, 17370}"
Xc9,{'46334'},"{15594, 15891, 20942, 254}","{15594, 15891, 20942, 254}"
Xca,{'68352'},"{17920, 163, 13062, 25463, 11096}","{17920, 163, 13062, 25463, 11096}"
Xcb,{'53884'},"{6091, 28004, 17639}","{35946, 6091, 28004, 17639}"
Xcd,{'4307'},"{9536, 5714, 739, 4584, 511}","{9536, 5714, 739, 4584, 511}"
Xcf,{'10707'},"{2083, 22307, 3686, 23, 16843}","{2083, 22307, 3686, 23, 16843}"
Xd1,{'13530'},"{26833, 5130, 274, 15501}","{26833, 5130, 274, 15501}"
Xd2,{'40768'},"{11396, 38919, 27911, 21009, 37779, 29339, 43037, 1448, 36523, 43953, 14129, 21299, 34996, 24377, 9146, 27710, 4933, 9544, 44362, 30157, 24014, 15825, 24533, 29788, 34524, 5602, 10851, 23014, 20973, 45041, 36852, 43894}","{11396, 38919, 27911, 21009, 37779, 41881, 29339, 43037, 1448, 36523, 31408, 43953, 14129, 21299, 34996, 24377, 13369, 9146, 27710, 4933, 9544, 44362, 30157, 24014, 15825, 24533, 12374, 26837, 29788, 34524, 11105, 5602, 10851, 226, 23014, 20973, 45041, 36852, 43894}"
Xd8,{'35783'},{10298},"{10298, 7181, 1085}"
Xd9,{'18024'},{25916},"{18715, 25916}"
Xda,{'29260'},{21373},"{35722, 21373, 22302, 21607}"
Xdc,{'17498'},"{4840, 12033, 14536, 36826, 12763}","{4840, 12033, 14536, 36826, 12763}"
Xde,{'22829'},"{209, 7674, 21299, 5802, 24014}","{209, 7674, 21299, 5802, 24014}"
Xdf,{'51203'},"{36354, 6376, 3832, 10001, 4723, 7028, 7476, 21112, 24377, 3677, 33119}","{36354, 6376, 3832, 10001, 4723, 7028, 7476, 21112, 24377, 3677, 33119}"
Xe2,{'18036'},"{26528, 2304, 1827, 215, 14748, 1564}","{26528, 2304, 1827, 215, 18715, 14748, 1564}"
Xe3,{'33104'},"{26274, 31408, 21779, 26837, 29339}","{31408, 26274, 21779, 26837, 230, 29339}"
Xe4,{'5608'},"{21399, 35722, 22302, 21474}","{21399, 35722, 22302, 21474}"
Xe7,{'37790'},"{20977, 17370, 12253, 35710}","{20977, 17370, 12253, 35710}"
Xe9,{'13375'},"{10016, 2593, 1346, 836, 4877, 26479, 18833, 15825, 8467, 3540, 26837, 2774, 503, 7962}","{10016, 2593, 1346, 836, 4877, 26479, 18833, 15825, 8467, 3540, 26837, 2774, 503, 7962}"
Xf4,{'49844'},"{4249, 167, 15633, 8787, 5588, 24377, 7100, 43037}","{4249, 167, 15633, 8787, 5588, 24377, 7100, 43037}"
Xf5,{'45699'},"{305, 6842, 11396}","{305, 6842, 11396}"
Xf7,{'34675'},"{17248, 1892, 6342, 808, 203, 16044, 4510}","{17248, 1892, 6342, 808, 203, 16044, 4510}"
Xf8,{'48000'},"{13257, 82, 12573}","{13257, 82, 12573}"
Xf9,{'51175'},"{129, 36354, 24014, 31887, 21009, 5394, 33303, 3167, 33119, 6376, 19440, 25906, 7028, 21112, 27710, 41791}","{129, 36354, 24014, 31887, 21009, 5394, 33303, 3167, 33119, 6376, 19440, 25906, 7028, 21112, 27710, 41791}"
Xfa,{'71845'},{25424},"{25424, 17410, 22302, 21607}"
Xfe,{'17580'},{16412},"{17410, 17370, 18715, 16412, 16958}"
X100,{'48009'},"{11528, 17854, 20942}","{11528, 17854, 20942}"
X101,{'43436'},"{160, 36354, 17106, 3221, 21112, 15323, 6812}","{160, 36354, 17106, 3221, 21112, 15323, 6812}"
X102,{'61250'},{32035},"{21283, 35722, 32035, 22302}"
X104,{'62196'},"{10016, 2593, 503, 836, 27110, 33160, 2774, 33303, 7962}","{10016, 2593, 503, 836, 27110, 33160, 2774, 33303, 7962}"
X107,{'40771'},"{15610, 15741}","{15610, 15741}"
X10c,{'6768'},"{5130, 26833, 25906, 34996, 25653, 12694, 2206}","{13418, 5130, 267, 20973, 26833, 25906, 34996, 25653, 12694, 2206}"
X10e,{'50728'},"{12396, 15374}","{12396, 15374}"
X10f,{'56991'},"{18016, 69, 29478, 15260, 30157, 31408, 26837, 15093, 25463, 29339, 24764}","{18016, 69, 29478, 15260, 30157, 31408, 26837, 15093, 25463, 12343, 29339, 24764}"
X111,{'4355'},{17658},{17658}
X112,{'26566'},"{36354, 1254, 32264, 41, 5104, 3152, 21112, 28634}","{36354, 1254, 32264, 41, 5104, 3152, 21112, 28634}"
X113,{'45367'},"{3009, 36354, 4163, 32264, 18833, 8529, 26837, 4182, 33303, 215, 3355, 10459, 19486, 33119, 11105, 43810, 40359, 29418, 7343, 26479, 5104, 7028, 9014, 21112, 13369, 6778, 27710}","{3009, 36354, 4163, 32264, 18833, 8529, 26837, 4182, 33303, 12374, 215, 3355, 10459, 19486, 33119, 11105, 43810, 40359, 29418, 7343, 26479, 5104, 7028, 9014, 21112, 13369, 6778, 27710}"
X114,{'74432'},"{46624, 6225, 8787, 24391, 9817}","{46624, 6225, 8787, 24391, 9817}"
X115,{'9698'},"{22467, 6, 16008, 5069, 28634, 796, 29788, 19422, 22307, 23014, 3686, 45041, 948, 7030, 27710}","{22467, 6, 16008, 5069, 12374, 28634, 796, 29788, 19422, 22307, 23014, 3686, 45041, 948, 7030, 27710}"
X116,{'26695'},{36463},"{10924, 36463}"
X118,{'1952'},"{11979, 6099}","{6342, 11979, 31408, 274, 6099, 26837, 13369, 29339}"
X119,{'76642'},"{26605, 10061, 3635, 26837, 7030, 28634, 9053, 254}","{26605, 10061, 3635, 26837, 7030, 28634, 9053, 254}"
X11b,{'35705'},"{10208, 4544, 7984, 10324, 38919, 5145, 10158}","{10208, 4544, 7984, 10324, 38919, 5145, 10158}"
X11d,{'68143'},"{3009, 36354, 3139, 32264, 33160, 31887, 15825, 4182, 33303, 28634, 29339, 6364, 19486, 33119, 11105, 43810, 22307, 8673, 29418, 26479, 5104, 19440, 25906, 1076, 7028, 25463, 21112, 27710}","{3009, 36354, 3139, 32264, 33160, 31887, 15825, 4182, 33303, 28634, 29339, 6364, 19486, 33119, 11105, 43810, 22307, 8673, 29418, 26479, 5104, 19440, 25906, 1076, 7028, 25463, 21112, 27710}"
X11e,{'34679'},"{17248, 1892, 9557, 6342, 17479}","{17248, 1892, 9557, 6342, 17479}"
X11f,{'76645'},"{18478, 23795, 26837, 150, 43894, 9053}","{23795, 26837, 43894, 12343, 150, 9053, 18478}"
X122,{'76626'},"{12065, 12379}","{12065, 12379}"
X126,{'47995'},"{26274, 22894, 22990, 23019, 11710, 20766}","{26274, 22894, 22990, 23019, 11710, 20766}"
X127,{'35856'},"{14400, 96, 31408, 15825, 11440, 26837, 1941, 34107, 29339, 27710}","{14400, 96, 31408, 15825, 11440, 26837, 1941, 34107, 29339, 27710}"
X130,{'38941'},"{14233, 21779, 44, 14439}","{14233, 21779, 44, 14439}"
X132,{'19352'},"{592, 14129, 34996, 2374, 670, 4479}","{592, 14129, 34996, 2374, 670, 4479}"
X133,{'53444'},"{8000, 15825, 274, 8529, 33303, 4182, 28634, 29339, 33119, 8546, 23014, 40359, 5104, 43953, 25906, 4533, 7030, 21112, 253, 3070}","{8000, 15825, 274, 8529, 12374, 33303, 4182, 28634, 29339, 33119, 8546, 23014, 40359, 5104, 43953, 25906, 4533, 7030, 21112, 253, 3070}"
X138,{'16182'},"{3169, 14129, 169, 15093, 15017, 6094}","{3169, 14129, 169, 15093, 15017, 6094}"
X13c,{'52648'},"{21607, 21474, 35710, 22302}","{21607, 21474, 35710, 22302}"
X13f,{'27311'},"{8646, 3663, 6099, 4277, 10583, 4184, 796, 19422}","{8646, 3663, 6099, 4277, 10583, 4184, 796, 19422}"
X140,{'37807'},"{23177, 10643, 34101}","{23177, 22811, 10643, 34101}"
X141,{'20891'},"{8673, 10402, 6369, 7626, 43050, 8946, 3732, 35189, 2046}","{8673, 10402, 6369, 7626, 43050, 8946, 3732, 35189, 2046}"
X142,{'22050'},"{10816, 163, 16843, 12767}","{10816, 11555, 163, 16843, 12843, 12767}"
X146,"{'53393', '53392'}","{29478, 15600, 34996, 34107, 24764, 41791}","{29478, 24038, 230, 267, 20973, 15600, 34996, 34107, 24764, 41791}"
X148,{'78141'},"{7337, 4819, 34996, 2185, 24764, 670, 4479}","{7337, 4819, 34996, 2185, 24764, 670, 4479}"
X14a,{'82081'},"{27265, 180, 14439, 3881, 4188, 18478}","{27265, 180, 14439, 3881, 4188, 18478}"
X14d,"{'19638', '19639'}","{13253, 13257, 2988, 6093, 15825, 26837, 24377, 28634, 2719}","{13253, 13257, 2988, 6093, 15825, 26837, 12374, 12471, 24377, 28634, 2719}"
X14e,{'82385'},"{35297, 8197, 34569, 1303, 2366}","{35297, 8197, 1303, 34569, 18715, 2366}"
X14f,"{'48292', '48291'}","{36354, 770, 33160, 38218, 2507, 31887, 24533, 26837, 28634, 19486, 3686, 19440, 43953, 25906, 9014, 43894, 253, 3391}","{36354, 770, 33160, 38218, 2507, 31887, 24533, 12374, 26837, 28634, 19486, 3686, 19440, 43953, 25906, 9014, 43894, 253, 3391}"
X150,"{'48298', '48302'}","{8000, 43810, 22307, 3686, 24533, 5275}","{8000, 3009, 11105, 43810, 22307, 770, 3686, 40, 29418, 24533, 12374, 28634, 5275, 29788, 30557}"
