Node,Mutants,Unique Tests,Tests
X29,{'10714'},"{1928, 1881}","{2016, 2082, 1928, 1881, 2026}"
X2e,{'2827'},"{1666, 264, 3338, 2476, 462, 113, 1621, 2264, 474, 539}","{1666, 264, 3338, 2476, 462, 113, 1621, 2264, 474, 539}"
X2f,{'21061'},"{688, 528, 208, 1781, 1256, 974}","{688, 528, 208, 1781, 1256, 974}"
X31,{'19051'},"{787, 1204, 815, 791}","{787, 1204, 815, 791}"
X35,{'5371'},"{384, 2905, 1026, 1375}","{384, 2905, 1026, 1375}"
X37,{'21110'},"{2242, 1672, 1161, 521, 1230, 723, 1948, 3681, 4004, 4069, 685, 1267, 2740, 3572, 1781, 3899, 1340, 3839}","{2242, 1672, 1161, 521, 1230, 723, 2006, 2905, 859, 1948, 3681, 4004, 4069, 685, 1267, 2740, 3572, 1781, 1399, 3899, 1340, 3839}"
X38,{'21138'},{3973},{3973}
X3d,{'17794'},"{3731, 1188, 1204, 1466, 1695}","{3731, 1188, 1204, 1466, 1695}"
X42,{'636'},{1588},{1588}
X43,{'9699'},"{2192, 3338}","{2192, 3338}"
X46,{'18107'},"{2740, 227, 452, 95}","{227, 452, 2740, 28, 95}"
X4b,"{'10715', '4766'}",{2098},"{2016, 2082, 3141, 3207, 1896, 1865, 2026, 2098, 470, 3063}"
X50,{'2421'},"{3681, 1666, 7, 2699, 336, 309, 889, 509}","{3681, 1666, 7, 2699, 336, 309, 889, 509}"
X53,"{'2435', '2434'}","{3681, 7, 2699, 336, 1906, 3572, 889, 443, 509, 511}","{3681, 7, 2699, 336, 1906, 3572, 889, 443, 509, 511}"
X55,{'13026'},"{4069, 3050, 3731, 2905, 3899}","{4069, 3050, 974, 657, 3731, 1204, 1781, 2006, 2905, 1466, 3899}"
X59,{'7010'},"{3681, 2905, 521, 1226, 1358}","{3681, 2905, 521, 1226, 1358}"
X5d,{'1060'},"{3338, 2379}","{313, 328, 3338, 970, 2379, 685, 1267, 889, 859, 605}"
X5e,{'5420'},"{2529, 452, 75, 437, 2552, 3257, 3164, 479}","{2529, 452, 75, 437, 2552, 3257, 3164, 479}"
X60,{'15141'},"{2242, 522, 2189, 398, 3731, 2264, 2905, 798, 95, 4004, 4069, 1256, 688, 2740, 3899, 3839}","{2242, 522, 2189, 398, 3731, 2264, 2905, 798, 95, 4004, 4069, 1256, 688, 2740, 3899, 3839}"
X61,{'7477'},"{2552, 3257, 75, 3164}","{1284, 5, 3338, 511, 1298, 1818, 798, 32, 544, 309, 3899, 1340, 1090, 1347, 2379, 75, 84, 1621, 2905, 859, 3164, 605, 95, 3681, 3691, 623, 1906, 1399, 119, 889, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2189, 146, 3731, 152, 1946, 1948, 1695, 4004, 1965, 685, 688, 2740, 1204, 3257, 1466, 443, 2242, 451, 2763, 1229, 974, 1230, 2006, 2264, 4069, 1256, 3050, 1267, 3572, 1781, 2552, 509, 3839}"
X62,{'2553'},"{321, 2242, 4004, 1256, 1161, 2763, 2189, 1230, 1965, 623, 3731, 2740, 2264, 798, 3839}","{321, 2242, 1672, 1161, 2763, 2189, 1230, 3731, 2264, 859, 798, 4004, 1256, 3050, 1965, 623, 2740, 1204, 3899, 3839}"
X65,{'10223'},"{1475, 1756, 1429, 3046}","{1475, 1756, 1429, 3046}"
X67,"{'4137', '4136'}","{1926, 3839}","{3971, 1926, 328, 3338, 3723, 970, 2379, 1229, 146, 1298, 152, 1946, 1818, 3164, 605, 32, 313, 119, 2552, 3257, 3839}"
X68,{'6969'},"{1090, 104, 2699, 587, 1781, 793, 958}","{1090, 104, 2699, 587, 1781, 2006, 793, 958}"
X6d,{'10148'},{476},"{66, 3, 1906, 443, 43, 476}"
X6f,{'12364'},"{2242, 1926, 1672, 2189, 1230, 3731, 787, 1621, 2006, 2264, 2905, 1695, 4004, 4069, 3050, 1267, 948, 1781, 1399, 3899, 892, 3839}","{2242, 1926, 1672, 2189, 1230, 3731, 787, 1621, 2006, 2264, 2905, 1695, 4004, 4069, 3050, 1267, 948, 1781, 1399, 3899, 892, 3839}"
X70,{'17846'},"{1584, 3931, 3774, 1302}","{1584, 3931, 3774, 1302}"
X71,{'16360'},"{2242, 2189, 1528, 1549, 1630, 2264}","{2242, 2189, 1528, 1549, 1630, 2264}"
X74,{'8181'},{1886},{1886}
X82,{'11'},"{1366, 14, 1127}","{2220, 14, 1366, 1127}"
X83,{'21152'},"{1250, 13, 1567}","{337, 1250, 13, 1567}"
X84,{'5905'},"{897, 779, 971, 622, 892}","{897, 971, 1399, 2905, 779, 892, 622}"
X86,{'1094'},"{4092, 103, 2636}","{4092, 103, 2636}"
X87,{'1645'},"{2307, 2243, 1415, 3979, 2222}","{2307, 2243, 1415, 3979, 2222}"
X89,{'11011'},"{2264, 3731, 2227, 2158}","{2264, 3731, 2227, 2158}"
X8a,{'8843'},"{3985, 3740}","{3985, 3740}"
X8f,{'19192'},"{3681, 1090, 868, 6, 3691, 2699, 974, 238, 2006, 2905, 1466, 27, 31, 1695}","{3681, 1090, 868, 6, 3691, 2699, 974, 238, 2006, 2905, 1466, 27, 31, 1695}"
X94,{'19063'},"{1284, 1672, 685, 1230, 1466, 1204, 1621, 2264, 1340, 1695}","{1284, 1672, 685, 1230, 1204, 1621, 2006, 2264, 698, 1466, 1340, 1695}"
X98,{'10894'},{3061},{3061}
X9a,{'14631'},"{2261, 2237}","{2261, 2237}"
X9b,{'18782'},"{1536, 1330, 3050, 1350}","{1536, 1601, 1778, 1330, 1350, 3050}"
X9d,"{'5058', '4105'}",{3723},"{3899, 4004, 1672, 3050, 3723, 81, 3731, 1204, 1621, 859, 380, 509}"
X9f,{'7472'},"{1555, 1774}","{1000, 1555, 1774}"
Xa2,{'8918'},"{1090, 1284, 4069, 3338, 3723, 2699, 587, 974, 685, 238, 1298, 3731, 1781, 1466, 1695}","{1090, 1284, 1672, 3338, 3723, 2699, 587, 974, 81, 1298, 3731, 1621, 2006, 859, 1695, 4004, 4069, 3050, 685, 238, 1204, 1781, 1466, 3899, 509}"
Xa3,{'21082'},"{1666, 1284, 1926, 1672, 1161, 2699, 2189, 27, 1948, 1695, 544, 4004, 1965, 685, 688, 2740, 1204, 1466, 443, 1340, 3899, 1090, 1347, 451, 2242, 2763, 974, 1230, 84, 1621, 2006, 2264, 2905, 859, 3681, 4069, 1256, 3050, 3691, 623, 1906, 1267, 3572, 1781, 3839, 1399, 889, 509, 511}","{1666, 1284, 1926, 1672, 1161, 2699, 2189, 27, 1948, 1695, 544, 4004, 1965, 685, 688, 2740, 1204, 1466, 443, 1340, 3899, 1090, 1347, 451, 2242, 2763, 974, 1230, 84, 1621, 2006, 2264, 2905, 859, 3681, 4069, 1256, 3050, 3691, 623, 1906, 1267, 3572, 1781, 3839, 1399, 889, 509, 511}"
Xa9,{'1290'},{4070},{4070}
Xae,{'3417'},"{1233, 1178, 643, 644}","{1233, 643, 644, 1399, 2905, 1178}"
Xb5,{'13044'},"{3914, 1350}","{3914, 1350}"
Xb9,{'10720'},"{4010, 2758, 2918}","{4010, 2758, 2918}"
Xba,{'8193'},"{1090, 868, 920, 2699, 2636}","{1090, 868, 920, 2699, 2636}"
Xc0,{'16678'},"{960, 1466, 1204, 3050, 3899, 1695}","{960, 1466, 1204, 3050, 3899, 1695}"
Xc3,{'7068'},"{1666, 1090, 1284, 5, 1162, 2699, 974, 3731, 1621, 1695, 31, 4004, 4069, 3050, 685, 1906, 1781, 443, 889, 1466, 3899, 511}","{1666, 1090, 1284, 5, 451, 1162, 2699, 974, 3731, 1621, 2006, 1695, 31, 3899, 4004, 4069, 3050, 685, 688, 1906, 1781, 889, 1466, 443, 381, 511}"
Xc6,{'14696'},"{472, 227, 391}","{472, 227, 391}"
Xca,{'21105'},"{1090, 2242, 1284, 1926, 1161, 2699, 511, 974, 1230, 27, 3681, 4069, 1256, 3691, 1965, 685, 1906, 1267, 2740, 3572, 1781, 889, 1466, 443, 1340, 509, 3839}","{1284, 1926, 1672, 1161, 2699, 27, 1695, 544, 4004, 1965, 685, 688, 2740, 1204, 1466, 443, 1340, 3899, 1090, 451, 2242, 974, 1230, 84, 1621, 2006, 2905, 859, 3681, 4069, 1256, 3050, 3691, 1906, 1267, 3572, 3839, 1781, 1399, 381, 889, 509, 511}"
Xd2,{'12110'},"{1451, 1486, 1605, 1630}","{1451, 1486, 1605, 1630}"
Xd3,{'10147'},"{3681, 443}","{3681, 1906, 443, 222, 511}"
Xd6,{'2807'},"{1600, 2298, 3839}","{1600, 1330, 3013, 2935, 2298, 3839}"
Xd8,{'7242'},"{1930, 3731, 1933, 2270}","{1930, 3731, 1933, 2270}"
Xdc,"{'11003', '2828'}","{1284, 5, 3338, 511, 3089, 1298, 2583, 3096, 1818, 539, 2590, 798, 32, 544, 2595, 3628, 2355, 309, 3899, 1340, 1090, 1347, 328, 3401, 2379, 84, 1621, 342, 2905, 859, 3164, 605, 95, 3681, 3691, 623, 113, 1906, 3444, 119, 1399, 889, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2701, 2189, 3215, 2447, 146, 3731, 2710, 152, 1946, 1948, 670, 3231, 160, 1695, 4004, 2476, 685, 1965, 431, 688, 2740, 1204, 2743, 4023, 3257, 1466, 443, 2751, 2242, 451, 199, 970, 2763, 1229, 1230, 974, 3794, 2006, 2264, 473, 474, 3550, 2530, 3300, 4069, 1256, 3050, 1267, 2035, 1781, 3572, 2552, 507, 2812, 509, 3839}","{1284, 5, 3338, 511, 3089, 1298, 2583, 3096, 1818, 539, 2590, 798, 32, 544, 2595, 3628, 2355, 309, 3899, 1340, 1090, 1347, 328, 3401, 2379, 84, 1621, 342, 2905, 859, 3164, 605, 95, 3681, 3691, 623, 113, 1906, 3444, 119, 1399, 889, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2701, 2189, 3215, 2447, 146, 3731, 2710, 152, 1946, 1948, 670, 3231, 160, 1695, 4004, 2476, 685, 1965, 431, 688, 2740, 1204, 2743, 4023, 3257, 1466, 443, 2751, 2242, 451, 199, 970, 2763, 1229, 1230, 974, 3794, 2006, 2264, 473, 474, 3550, 2530, 3300, 4069, 1256, 3050, 1267, 2035, 1781, 3572, 2552, 507, 2812, 509, 3839}"
Xdd,{'5777'},{672},{672}
Xf2,{'1690'},"{251, 1340, 92}","{752, 865, 945, 1340, 251, 92}"
Xf3,{'12378'},"{1736, 2905, 1306, 1657}","{1736, 2905, 1306, 1657}"
Xf5,"{'4329', '5789'}","{1658, 1691, 1948, 1523}","{1658, 1691, 1948, 1523}"
Xf8,{'2349'},"{1284, 4069, 685, 1781, 983, 1466, 1695}","{1284, 4069, 685, 1781, 2006, 983, 1466, 1695}"
Xfa,{'779'},{3724},"{4092, 3908, 711, 4088, 3833, 3724, 365}"
X104,{'956'},"{1284, 1926, 1672, 1161, 1162, 659, 1948, 1695, 4004, 2085, 936, 1965, 1204, 1466, 3899, 1340, 2242, 1347, 1230, 1358, 1621, 92, 4069, 1381, 1256, 3050, 251, 1778, 1267, 1399, 1784, 891, 3839}","{1284, 1926, 1672, 1161, 1162, 659, 1948, 1695, 4004, 2085, 936, 1965, 1204, 1466, 3899, 1340, 2242, 1347, 1230, 1358, 1621, 92, 4069, 1381, 1256, 3050, 251, 1778, 1267, 1399, 1784, 891, 3839}"
X105,{'6049'},"{1162, 4092}","{1090, 1284, 6, 1162, 2699, 587, 974, 2006, 31, 1695, 868, 4069, 685, 238, 1781, 1466, 4092}"
X106,{'1892'},"{2529, 227, 452, 3338, 2830}","{2529, 227, 452, 3338, 2830}"
X10b,"{'9919', '9856'}","{699, 2277}","{699, 2277}"
X110,{'21113'},{309},"{1666, 1284, 1926, 1672, 1161, 2699, 146, 27, 1948, 798, 1695, 32, 544, 4004, 1965, 685, 688, 2740, 309, 1204, 1466, 443, 1340, 3899, 1090, 451, 2242, 2763, 974, 1230, 84, 1621, 2006, 2905, 859, 95, 3681, 4069, 1256, 3050, 3691, 623, 1906, 1267, 3572, 3839, 1781, 1399, 889, 509, 511}"
X111,{'21071'},"{1090, 521, 2699, 2763, 2189, 974, 2264, 2905, 27, 798, 1695, 95, 3681, 3050, 3691, 238, 623, 3637, 1784, 1466, 381}","{1090, 521, 2699, 2763, 2189, 974, 81, 2006, 2264, 2905, 27, 798, 1695, 95, 3681, 3050, 3691, 238, 623, 381, 3637, 1784, 1466, 509}"
X112,{'1801'},"{1357, 1965, 1169, 1236, 1462}","{1345, 1169, 1236, 1462, 1357, 1965}"
X113,{'11008'},{1637},{1637}
X114,{'15138'},"{1778, 1459, 147, 2905, 1449, 1518}","{1778, 1459, 147, 2905, 1449, 1518}"
X115,{'8014'},"{1666, 1090, 1284, 1347, 1926, 1161, 2699, 2763, 1230, 1948, 798, 95, 685, 688, 1267, 2740, 309, 889, 1466, 1340}","{1666, 3971, 1284, 1926, 1672, 1161, 3338, 3723, 2699, 2189, 146, 1298, 3731, 152, 1946, 1818, 1948, 28, 798, 1695, 32, 4004, 1965, 685, 688, 2740, 309, 1204, 3257, 1466, 3899, 1340, 1090, 1347, 451, 2242, 452, 2379, 2763, 1229, 1230, 75, 1621, 2006, 2264, 2905, 731, 3164, 605, 859, 95, 479, 4069, 1256, 3050, 623, 1267, 1781, 1399, 2552, 889, 3839}"
X11a,{'21119'},{352},{352}
X11c,{'2908'},"{160, 3050, 2264, 2905, 219}","{160, 2006, 2264, 2905, 3050, 219}"
X11d,{'16378'},"{2242, 1574, 2189, 1838, 1649, 2264, 1626, 1757, 1598}","{2242, 1574, 2189, 1838, 1649, 2264, 1626, 1757, 1598}"
X120,{'2804'},"{2308, 3013, 2935, 2427, 3839}","{2308, 3013, 2935, 2427, 3839}"
X124,{'11274'},"{2329, 2980, 4069, 3806}","{2980, 4069, 1398, 2329, 3806}"
X129,{'16366'},"{2064, 2242, 1558, 2264, 2189, 1646}","{2064, 2242, 1558, 2264, 2189, 1646}"
X12a,{'850'},{1507},{1507}
X12b,{'6056'},"{1778, 1503}","{2242, 451, 1161, 1162, 2189, 3731, 2006, 2264, 2905, 859, 798, 1503, 95, 4004, 4069, 1256, 621, 623, 688, 1778, 114, 2740, 1204, 1781, 3899, 381, 3839}"
X12d,{'16414'},"{1390, 2021, 1934}","{1390, 2021, 1934}"
X132,{'21055'},"{688, 1256, 1781, 974}","{688, 484, 85, 358, 1781, 1256, 974}"
X136,{'19189'},"{787, 2905, 1819}","{1819, 2905, 787, 729}"
X140,{'635'},"{1048, 1730, 1709, 1959}","{1048, 1730, 1709, 1959}"
X142,{'15158'},"{2242, 2, 4004, 1256, 522, 2189, 398, 688, 3839, 2740, 2905, 798, 95}","{2242, 451, 2, 522, 2189, 398, 2264, 2905, 798, 95, 4004, 4069, 1256, 688, 2740, 3899, 3839}"
X143,{'961'},"{2304, 2242, 1347, 1284, 1476, 1926, 956, 2189, 2317, 1230, 1425, 787, 2070, 2264, 1948, 737, 2085, 4069, 1381, 936, 1256, 685, 1965, 2990, 1778, 1267, 2295, 1784, 1466, 1340, 3839}","{2304, 1284, 1926, 1672, 1161, 1162, 2189, 2317, 1425, 787, 2070, 2295, 1948, 1695, 4004, 2085, 936, 685, 1965, 2990, 1204, 1466, 3899, 1340, 956, 2242, 1347, 1476, 1230, 1358, 1621, 2006, 2264, 2905, 859, 2143, 737, 3940, 4069, 1381, 1256, 3050, 621, 752, 1778, 1267, 1781, 1399, 1784, 3839}"
X144,{'1789'},"{2304, 737, 1347, 1476, 2085, 1381, 3979, 2317, 2189, 2990, 1425, 1778, 787, 2070, 2295, 1784, 2264}","{2304, 1284, 1926, 1672, 1161, 1162, 3979, 2189, 2317, 1425, 3731, 787, 2070, 2295, 1948, 1695, 4004, 2085, 936, 685, 1965, 2990, 1204, 1466, 3899, 1340, 2242, 1347, 1476, 1230, 1358, 1621, 2006, 2264, 2905, 859, 92, 2143, 737, 3940, 4069, 1381, 1256, 3050, 621, 752, 1778, 1267, 1781, 1399, 1784, 251, 3839}"
X145,{'1791'},"{737, 787}","{1284, 1926, 1672, 1161, 3338, 3723, 2189, 1298, 3731, 787, 1818, 1948, 1695, 4004, 936, 1965, 685, 1204, 1466, 3899, 1340, 2242, 1347, 1229, 1230, 1621, 2006, 2264, 2905, 859, 92, 737, 4069, 1256, 3050, 621, 752, 1267, 1781, 1399, 251, 3839}"
X146,{'10440'},"{737, 2242, 2339, 2085, 1381, 1162, 2763, 1425, 3731, 347, 1948}","{1672, 1161, 1162, 2189, 1425, 3731, 1948, 156, 798, 1695, 2339, 4004, 2085, 685, 2740, 1204, 1466, 3899, 1340, 2242, 2763, 1230, 2006, 2264, 2905, 859, 347, 95, 737, 4069, 1381, 3050, 621, 1267, 1781, 1399, 3839}"
X14a,{'14303'},{3910},"{4088, 4092, 3910}"
X150,{'8005'},"{2304, 4069, 1350, 3050, 2317, 3024, 2257, 1784, 3899, 3839}","{2304, 1601, 4069, 1350, 3050, 2317, 3768, 3024, 2257, 1778, 1784, 3899, 3839}"
X155,"{'17964', '17966'}","{1284, 1672, 1161, 1162, 974, 1230, 657, 1298, 859, 1948, 988, 685, 1965, 621, 1399, 1466, 1340}","{1284, 1672, 1161, 1162, 974, 1230, 657, 1298, 859, 1948, 988, 685, 1965, 621, 1399, 1466, 1340}"
X157,{'4270'},"{1377, 1818, 1926, 3839}","{1280, 1377, 1926, 1466, 1818, 3839}"
X15c,{'8202'},"{152, 3338, 1347, 396}","{3971, 1347, 2006, 152, 3338, 396}"
X15e,{'906'},"{1284, 5, 3338, 511, 3089, 1298, 2583, 3096, 1818, 539, 2590, 798, 32, 544, 2595, 3628, 2355, 309, 3899, 1340, 1857, 1090, 1347, 3401, 2379, 84, 1621, 342, 2905, 859, 3164, 605, 95, 3681, 3691, 621, 623, 113, 1906, 3444, 119, 1399, 889, 381, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2701, 2189, 3215, 2447, 146, 3731, 2710, 152, 1946, 1948, 670, 3231, 160, 1695, 4004, 2476, 685, 1965, 431, 688, 4017, 2740, 1204, 2743, 4023, 3257, 1466, 443, 2751, 2242, 451, 199, 2763, 1229, 1230, 974, 3794, 2006, 2264, 473, 474, 731, 3550, 1503, 2530, 3300, 4069, 1256, 3050, 1267, 2035, 1781, 3572, 2552, 507, 2812, 509, 3839}","{1284, 5, 3338, 511, 3089, 1298, 2583, 3096, 1818, 539, 2590, 798, 32, 544, 2595, 3628, 2355, 309, 3899, 1340, 1857, 1090, 1347, 3401, 2379, 84, 1621, 342, 2905, 859, 3164, 605, 95, 3681, 3691, 621, 623, 113, 1906, 3444, 119, 1399, 889, 381, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2701, 2189, 3215, 2447, 146, 3731, 2710, 152, 1946, 1948, 670, 3231, 160, 1695, 4004, 2476, 685, 1965, 431, 688, 4017, 2740, 1204, 2743, 4023, 3257, 1466, 443, 2751, 2242, 451, 199, 2763, 1229, 1230, 974, 3794, 2006, 2264, 473, 474, 731, 3550, 1503, 2530, 3300, 4069, 1256, 3050, 1267, 2035, 1781, 3572, 2552, 507, 2812, 509, 3839}"
X160,{'21157'},"{731, 1948}","{1284, 393, 2763, 204, 141, 731, 1948, 349, 1695, 95, 355, 1965, 430, 688, 496, 1204, 889}"
X167,{'16372'},"{2242, 2051, 2189, 2064, 1648, 2264, 1626, 1757, 1598}","{2242, 2051, 2189, 2064, 1648, 2264, 1626, 1757, 1598}"
X169,{'1098'},"{1090, 1284, 1161, 3338, 3723, 2699, 1230, 1298, 3731, 152, 1818, 27, 4069, 3691, 685, 1965, 1267, 1781, 1466, 1340, 509, 3839}","{1284, 1926, 1672, 1161, 3338, 3723, 2699, 521, 1298, 3731, 152, 1818, 27, 1695, 544, 4004, 685, 1965, 1204, 1466, 3899, 1340, 1090, 974, 1230, 84, 1621, 2006, 2905, 859, 3681, 4069, 3050, 3691, 1267, 1781, 1399, 509, 3839}"
X16a,{'1689'},"{945, 2744, 27, 1130, 3691}","{945, 2744, 27, 1130, 3691}"
X16b,{'16330'},"{2242, 4004, 901, 971, 2189, 176, 1425, 1778, 595, 2264, 2905, 3899}","{2242, 4004, 901, 971, 2189, 176, 1425, 1778, 595, 2264, 2905, 3899}"
X16c,{'13170'},{3899},"{2737, 2980, 2261, 2312, 3899, 2990}"
X16d,{'50'},{149},"{365, 605, 149, 711}"
X175,{'2448'},{4092},"{1666, 1284, 1672, 1161, 2189, 146, 1298, 3731, 1946, 1948, 28, 798, 1695, 32, 4004, 1965, 685, 688, 2740, 309, 1204, 1466, 3899, 1340, 2242, 451, 2763, 1229, 1230, 2006, 2264, 2905, 731, 859, 605, 475, 1503, 95, 4069, 1256, 3050, 621, 623, 497, 1267, 1781, 1399, 889, 4092, 381, 3839}"
X17a,{'13762'},"{984, 987, 2037}","{984, 987, 2037, 991}"
X17d,{'5423'},"{1946, 731, 4092}","{1284, 5, 3338, 511, 1298, 1818, 798, 32, 544, 309, 3899, 1340, 1090, 1347, 84, 1621, 2905, 859, 605, 95, 3681, 3691, 621, 623, 1906, 1399, 119, 889, 381, 1666, 3971, 1926, 1672, 1161, 3723, 2699, 2189, 146, 3731, 152, 1946, 1948, 1695, 4004, 685, 1965, 688, 2740, 1204, 1466, 443, 2242, 451, 2763, 1229, 974, 1230, 2006, 2264, 731, 1503, 4069, 1256, 3050, 1267, 3572, 1781, 4092, 509, 3839}"
X17e,{'5099'},"{497, 1946, 731, 4092, 1503}","{1666, 3971, 1284, 1672, 1161, 1162, 2189, 146, 1298, 3731, 1946, 1948, 798, 1695, 32, 4004, 1965, 685, 688, 2740, 309, 1204, 1466, 3899, 1340, 2242, 451, 2763, 1229, 1230, 2006, 2264, 2905, 731, 859, 605, 475, 1503, 95, 4069, 1256, 3050, 621, 623, 497, 1267, 1781, 1399, 889, 4092, 381, 3839}"
X181,{'2711'},{309},"{1666, 1284, 1672, 1161, 2189, 3731, 1948, 798, 1695, 4004, 685, 1965, 688, 2740, 309, 1204, 1466, 3899, 1340, 2242, 451, 2763, 1230, 2006, 2264, 2905, 859, 1503, 95, 4069, 1256, 3050, 621, 623, 496, 1267, 1781, 1399, 889, 381, 3839}"
