Node,Mutants,Unique Tests,Tests
X29,"{'3928', '3784', '3929', '3927', '10273', '11803', '6073', '3081', '10164', '11802', '11799', '6171', '453', '11800', '4415', '8925', '12542', '10171', '3083', '629', '38', '8088', '3733', '10271', '6072', '3930', '10174', '20108', '6172', '10170', '20109', '10165', '4416', '8923', '3731', '12', '12541', '8087', '1718', '631', '5921', '2397'}","{1280, 2049, 1, 2563, 2564, 769, 3078, 523, 3089, 3090, 19, 2580, 278, 2071, 2584, 281, 2040, 799, 803, 2043, 1579, 300, 45, 1071, 2098, 2611, 2610, 3124, 2102, 1842, 2104, 306, 1332, 1595, 2867, 2367, 319, 1348, 1607, 3144, 3149, 2126, 1359, 3152, 851, 604, 1373, 1896, 2665, 2157, 1901, 367, 2162, 1651, 1912, 1401, 2173, 389, 2699, 2188, 2956, 2970, 922, 413, 2719, 2983, 2728, 427, 1714, 1716, 1717, 695, 1725, 1471, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 730, 2779, 221, 2784, 1505, 995, 228, 998, 233, 1770, 2537, 1002, 1773, 1521, 1010, 3059, 1015, 2296, 1787, 511}","{1280, 2049, 1, 2563, 2564, 769, 3078, 523, 3089, 3090, 19, 2580, 278, 2071, 2584, 281, 2040, 799, 803, 2043, 1579, 300, 45, 1071, 2098, 2611, 2610, 3124, 2102, 1842, 2104, 306, 1332, 1595, 2867, 2367, 319, 1348, 1607, 3144, 3149, 2126, 1359, 3152, 851, 604, 1373, 1896, 2665, 2157, 1901, 367, 2162, 1651, 1912, 1401, 2173, 389, 2699, 2188, 2956, 2970, 922, 413, 2719, 2983, 2728, 427, 1714, 1716, 1717, 695, 1725, 1471, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 730, 2779, 221, 2784, 1505, 995, 228, 998, 233, 1770, 2537, 1002, 1773, 1521, 1010, 3059, 1015, 2296, 1787, 511}"
X2d,{'19706'},"{1307, 253}","{1307, 308, 253}"
X2e,"{'1294', '1293'}","{313, 483}","{1280, 2049, 769, 2563, 3078, 523, 1037, 3089, 3090, 2580, 278, 2071, 2584, 799, 35, 803, 1579, 300, 1071, 2098, 2611, 2610, 3124, 2102, 306, 2104, 2867, 313, 1595, 2367, 319, 1348, 70, 3144, 3149, 2126, 78, 3152, 851, 604, 1373, 2665, 2157, 367, 2162, 1651, 1912, 1401, 2173, 905, 2699, 2956, 660, 2970, 922, 2719, 2983, 427, 1714, 1716, 1717, 695, 1725, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 981, 730, 2779, 221, 2784, 995, 483, 998, 233, 1770, 2537, 1002, 1010, 3059, 1015, 2040, 2043, 511}"
X2f,{'1157'},{2104},"{2104, 1307, 984}"
X31,{'3262'},"{33, 1717, 943}","{33, 1717, 943}"
X3c,{'19708'},"{121, 193, 2563, 132, 71, 2157, 1071, 3089, 2610, 2580, 54, 313, 218, 62}","{121, 193, 2563, 132, 71, 427, 2157, 1071, 3089, 2610, 2580, 54, 313, 218, 62}"
X41,{'7583'},"{1414, 1679}","{1280, 2049, 769, 2563, 3078, 523, 3089, 3090, 2580, 278, 2071, 2584, 281, 799, 803, 1579, 300, 45, 1071, 2098, 2610, 3124, 2611, 2102, 306, 2104, 2867, 1595, 319, 2367, 1348, 3144, 3149, 2126, 3152, 851, 604, 1373, 2665, 2157, 367, 2162, 1651, 1912, 1401, 2173, 389, 1414, 2699, 2188, 2956, 1679, 2970, 922, 413, 2719, 2983, 2728, 427, 1714, 1716, 1717, 695, 1725, 1471, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 730, 2779, 221, 2784, 2274, 995, 228, 998, 233, 1770, 2537, 1002, 1010, 3059, 1015, 2040, 2043, 511}"
X42,{'20087'},"{121, 2563, 324, 2602, 2610, 660, 2840, 313}","{769, 2563, 3078, 523, 1037, 3089, 3090, 278, 2071, 2840, 1307, 2078, 799, 803, 2084, 2602, 555, 2610, 306, 3124, 2867, 2104, 313, 2874, 2367, 324, 3144, 1608, 3149, 2126, 78, 3152, 851, 2644, 2138, 604, 2665, 367, 2162, 121, 2173, 905, 2699, 2956, 2961, 660, 2970, 922, 2719, 2214, 167, 2983, 427, 1969, 2993, 695, 1988, 966, 3017, 202, 462, 719, 2001, 981, 730, 2779, 2784, 2274, 995, 483, 998, 233, 1002, 1010, 3059, 1015, 504, 2043, 511}"
X4b,{'11314'},"{2784, 610, 851, 2983, 2104}","{2784, 610, 851, 2983, 2104}"
X68,"{'168', '167'}",{296},{296}
X84,{'16156'},"{706, 276, 52, 3017, 2782}","{706, 276, 52, 3017, 2782}"
X8d,{'10632'},"{2354, 2358}","{2354, 2358}"
Xb1,{'5451'},{835},"{835, 995, 837, 3078, 1608, 718, 3090, 1010, 2644, 981, 2104, 922}"
Xb4,{'1416'},"{1065, 2407}","{1065, 2407}"
Xb5,{'18397'},"{504, 1969}","{769, 3078, 905, 523, 1037, 3090, 2580, 660, 2071, 922, 1307, 2719, 799, 803, 2214, 2983, 2602, 555, 1969, 2867, 438, 695, 2104, 440, 1988, 1477, 966, 3149, 462, 2126, 3152, 2001, 851, 2644, 981, 2138, 730, 604, 2784, 2274, 995, 483, 998, 2665, 1002, 2162, 1010, 1015, 504, 2043, 2173}"
Xbc,{'15656'},"{3078, 2699, 2956, 1037, 2961, 3090, 146, 2580, 2071, 2970, 2078, 2719, 2084, 2214, 2983, 2993, 1969, 2867, 2104, 2874, 58, 835, 1988, 966, 336, 2001, 2644, 982, 2138, 247, 2784, 998, 2665, 366, 367, 1010, 3059, 1015, 2043}","{3078, 2699, 2956, 1037, 2961, 3090, 146, 2580, 2071, 2970, 922, 2078, 2719, 2084, 2214, 2983, 2993, 1969, 2867, 2104, 2874, 58, 835, 1988, 966, 3149, 336, 2001, 2644, 981, 982, 2138, 2779, 247, 2784, 2274, 995, 998, 2665, 1002, 366, 367, 1010, 3059, 1015, 2043}"
Xbe,{'4905'},"{994, 874, 2643, 858, 1596}","{986, 994, 2983, 2665, 874, 2667, 1325, 858, 2643, 3002, 1596, 1021}"
Xbf,{'11029'},"{1474, 1414, 71, 360, 3017, 2699, 2956, 367, 2961, 2993, 54, 1401, 125}","{769, 1414, 3078, 905, 2699, 2956, 1037, 2961, 3090, 922, 2719, 799, 803, 2983, 2993, 2867, 54, 2104, 2874, 1474, 835, 966, 71, 1608, 3017, 3152, 851, 2644, 981, 982, 730, 2779, 2784, 995, 483, 998, 360, 2665, 1002, 367, 1010, 1015, 504, 1401, 125}"
Xc0,{'1156'},"{1301, 878}","{984, 1307, 1301, 878}"
Xc2,"{'10198', '10201'}","{163, 1988, 2214, 2001, 2104, 2138}","{2274, 163, 1988, 2214, 233, 3149, 367, 1969, 2001, 2071, 2104, 2138, 2078}"
Xc5,{'15171'},"{521, 2274, 766}","{769, 3078, 905, 521, 1037, 3090, 922, 540, 2078, 2719, 799, 800, 542, 803, 2983, 2867, 2104, 966, 583, 1608, 586, 458, 3152, 851, 2644, 981, 2784, 2274, 995, 483, 998, 2665, 1002, 750, 1010, 1015, 766}"
Xc7,{'18969'},"{1040, 459, 870}","{1040, 459, 870}"
Xc9,{'12928'},"{850, 2667, 543, 1037, 747}","{850, 2667, 543, 1037, 747}"
Xcc,"{'15581', '18929'}",{2200},{2200}
Xcd,{'11811'},{982},"{769, 3078, 905, 1037, 3090, 922, 540, 2078, 2719, 799, 800, 542, 803, 2983, 2867, 2104, 835, 966, 583, 586, 458, 3152, 851, 2644, 981, 982, 2784, 995, 483, 612, 998, 2665, 1002, 750, 1010, 1015, 766}"
Xd3,{'13414'},{3151},"{2358, 3151}"
Xd5,"{'18170', '5179'}","{1985, 2087, 1693, 2078, 1727}","{1985, 2087, 1693, 2078, 1727}"
Xd8,{'2495'},"{620, 657, 467, 981, 598, 632, 1021, 639}","{835, 1002, 620, 3152, 657, 467, 981, 598, 632, 1021, 639}"
Xe0,{'13380'},{2084},"{769, 3078, 264, 905, 2956, 1037, 3090, 2071, 922, 1307, 2078, 799, 2719, 803, 2084, 2983, 555, 1969, 2867, 181, 2104, 2874, 966, 73, 2126, 3152, 851, 2644, 981, 730, 2779, 247, 2784, 995, 483, 998, 2665, 1002, 366, 367, 1010, 1015}"
Xe2,{'12024'},"{520, 657, 981, 540, 542, 612, 2665, 683, 620, 621, 1519, 623, 1717, 1655, 827, 1596, 1021, 639}","{520, 657, 981, 540, 542, 483, 612, 2665, 683, 620, 621, 759, 1519, 623, 1717, 1655, 827, 1596, 1021, 639}"
Xe9,{'18404'},{655},"{3072, 769, 770, 2179, 3078, 510, 905, 1037, 655, 1021, 3090, 657, 922, 540, 542, 2719, 799, 800, 545, 803, 2854, 2983, 679, 683, 818, 2867, 2104, 835, 966, 967, 583, 586, 458, 3152, 851, 2644, 981, 982, 854, 2784, 995, 483, 612, 998, 2665, 1002, 2667, 620, 621, 750, 1010, 1015, 3069, 766, 639}"
Xea,{'9088'},{324},"{769, 3078, 523, 1037, 3090, 2580, 278, 2071, 1307, 2078, 799, 34, 803, 2084, 555, 2867, 3124, 2104, 2874, 324, 3144, 1608, 3149, 2126, 3152, 851, 2644, 2138, 604, 96, 2665, 367, 2162, 2173, 905, 2699, 2956, 2961, 660, 2970, 922, 2719, 2214, 2983, 427, 2993, 1969, 695, 1988, 966, 3017, 462, 719, 2001, 981, 730, 2779, 2784, 2274, 995, 483, 998, 233, 1002, 1010, 3059, 1015, 504, 2043}"
Xef,{'15174'},"{3147, 3148, 3149}","{3147, 3148, 3149}"
Xf1,{'17737'},{324},"{769, 3078, 523, 1037, 17, 3090, 2580, 278, 2071, 1307, 2078, 799, 803, 2084, 2602, 555, 2867, 3124, 2104, 2874, 2367, 324, 3144, 1608, 3149, 2126, 3152, 851, 2644, 2138, 604, 1373, 96, 2665, 367, 2162, 2173, 905, 2699, 2956, 2961, 660, 2970, 922, 2719, 2214, 2983, 427, 1969, 2993, 1717, 695, 186, 1725, 1986, 1988, 1477, 966, 199, 462, 719, 2001, 981, 730, 2779, 2784, 2274, 226, 995, 483, 998, 233, 2537, 1002, 1010, 3059, 1015, 504, 2043, 511}"
Xf9,"{'15334', '15336'}","{606, 2695}","{606, 2695}"
Xfb,{'20044'},"{800, 2274, 835, 2179, 995, 648, 3149, 756, 981, 2171, 766}","{800, 2274, 835, 2179, 995, 648, 3149, 756, 981, 2171, 766}"
Xfe,"{'4730', '6826', '6497', '11623', '8947', '2803', '111', '9230', '4311', '2641', '1717', '11070', '12646', '107', '4039', '14509', '10660', '8735', '2138', '5844', '5808', '4770', '12467', '19526', '108', '8822', '11878', '14981', '15272', '559', '10119', '7439', '1668', '841', '18546', '1849', '2642', '14508', '16659', '6079', '12929', '20277', '4981', '487', '462'}","{1280, 2049, 769, 3078, 523, 1037, 3090, 2580, 278, 2071, 2584, 2040, 1307, 2078, 799, 35, 2084, 803, 2602, 1579, 555, 300, 2098, 2610, 2611, 3124, 2102, 306, 2104, 2867, 313, 1595, 2874, 319, 2367, 1348, 70, 3144, 1608, 3149, 2126, 78, 3152, 851, 2644, 1879, 2138, 604, 1373, 2665, 367, 2162, 1651, 1912, 1401, 2173, 1414, 905, 2699, 2956, 1679, 2961, 660, 2970, 922, 2719, 2214, 2983, 427, 1969, 1714, 2993, 1716, 1717, 695, 1725, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 1493, 981, 730, 2779, 221, 2784, 2274, 995, 483, 998, 233, 1770, 2537, 1002, 1010, 3059, 1015, 504, 2043, 511}","{1280, 2049, 769, 3078, 523, 1037, 3090, 2580, 278, 2071, 2584, 2040, 1307, 2078, 799, 35, 2084, 803, 2602, 1579, 555, 300, 2098, 2610, 2611, 3124, 2102, 306, 2104, 2867, 313, 1595, 2874, 319, 2367, 1348, 70, 3144, 1608, 3149, 2126, 78, 3152, 851, 2644, 1879, 2138, 604, 1373, 2665, 367, 2162, 1651, 1912, 1401, 2173, 1414, 905, 2699, 2956, 1679, 2961, 660, 2970, 922, 2719, 2214, 2983, 427, 1969, 1714, 2993, 1716, 1717, 695, 1725, 1986, 1474, 1988, 1477, 966, 3017, 202, 462, 719, 2769, 2001, 1493, 981, 730, 2779, 221, 2784, 2274, 995, 483, 998, 233, 1770, 2537, 1002, 1010, 3059, 1015, 504, 2043, 511}"
X100,{'14183'},"{1988, 1477, 523, 462, 2126, 2001, 660, 2580, 2071, 728, 730, 1307, 2138, 604, 2084, 2214, 504, 2602, 555, 1969, 2162, 438, 695, 440, 2043, 2173}","{1988, 1477, 523, 3149, 462, 2126, 2001, 660, 2580, 2071, 728, 730, 1307, 2138, 604, 2274, 2084, 2214, 504, 2602, 555, 1969, 2162, 438, 695, 440, 2043, 2173}"
X102,{'8581'},"{2665, 2667, 398, 1519, 371, 823, 2874, 2719}","{2665, 2667, 395, 398, 1519, 371, 823, 2874, 862, 2719}"
X105,{'7982'},{766},"{769, 3078, 966, 583, 905, 522, 586, 3152, 3090, 2644, 981, 540, 542, 2719, 799, 803, 483, 995, 612, 2983, 2665, 1002, 750, 1010, 754, 1015, 2104, 766}"
X107,{'9201'},"{3078, 966, 905, 458, 1037, 3090, 851, 2644, 982, 854, 540, 2078, 2719, 799, 800, 542, 803, 2784, 2274, 483, 998, 1010, 2867, 1015, 2104, 570, 443, 826, 510}","{769, 3078, 510, 905, 1037, 3090, 922, 540, 2078, 2719, 799, 800, 542, 803, 2983, 2867, 2104, 570, 826, 443, 835, 966, 458, 3152, 851, 2644, 981, 982, 854, 2784, 2274, 995, 483, 998, 2665, 1002, 1010, 1015, 1021, 766}"
X10b,{'2353'},"{728, 3017, 2602, 276}","{769, 3078, 905, 523, 2699, 2956, 1037, 12, 2961, 3090, 660, 2580, 276, 2970, 1307, 922, 2719, 799, 803, 422, 2983, 2602, 427, 555, 48, 2993, 2867, 3124, 695, 2104, 2874, 2367, 966, 3144, 3017, 1608, 462, 2126, 3152, 851, 2644, 981, 728, 730, 2779, 604, 2784, 995, 483, 998, 103, 2665, 1002, 2162, 3059, 1010, 125, 1015, 504, 2173, 511}"
X10f,"{'9843', '18573', '707'}","{1969, 2084, 2078}","{2084, 264, 73, 366, 367, 219, 1969, 181, 2071, 247, 2078}"
X112,{'4087'},"{385, 3069, 1015}","{3072, 385, 2983, 395, 1021, 1015, 3069, 862}"
X113,{'11602'},{2821},"{2821, 2638}"
X114,{'8579'},"{407, 905, 365, 398, 371, 1015, 823, 378, 2874, 2719}","{905, 395, 398, 407, 862, 2719, 2983, 2665, 2667, 365, 371, 1015, 823, 378, 2874, 1021}"
X11a,{'337'},"{34, 324, 366}","{1988, 324, 3144, 2699, 2956, 719, 2961, 278, 2970, 2779, 96, 34, 233, 366, 367, 2993, 3059, 3124, 2874}"
X11e,{'10629'},"{2360, 2202, 2356, 3157}","{2360, 2202, 2356, 3157}"
X12b,{'4903'},"{146, 2084, 982}","{769, 3078, 264, 905, 2956, 1037, 3090, 146, 2071, 922, 2719, 799, 803, 2084, 2983, 1969, 2867, 2104, 835, 195, 966, 2126, 3152, 851, 2644, 981, 982, 85, 2784, 995, 483, 998, 2665, 1002, 366, 367, 1010, 1015}"
X12d,{'56'},"{769, 3078, 905, 2699, 2956, 1037, 2961, 3090, 278, 2071, 2970, 1307, 922, 2078, 799, 2719, 34, 803, 2084, 2214, 555, 1969, 2993, 2867, 695, 2104, 2874, 1988, 324, 966, 1608, 3149, 462, 719, 2126, 2001, 3152, 851, 2644, 981, 2138, 730, 604, 96, 2274, 995, 998, 233, 2665, 1002, 366, 367, 2162, 3059, 1010, 1015, 2043, 2173}","{769, 3078, 905, 2699, 2956, 1037, 2961, 3090, 278, 2071, 2970, 1307, 922, 2078, 799, 2719, 34, 803, 2084, 2214, 555, 1969, 2993, 2867, 695, 2104, 2874, 1988, 324, 966, 1608, 3149, 462, 719, 2126, 2001, 3152, 851, 2644, 981, 2138, 730, 604, 96, 2274, 995, 998, 233, 2665, 1002, 366, 367, 2162, 3059, 1010, 1015, 2043, 2173}"
X12e,"{'2049', '11'}","{2956, 2961, 278, 2071, 2970, 2078, 34, 2084, 2214, 1969, 2993, 695, 2104, 1988, 324, 3144, 3149, 462, 719, 2126, 2001, 2138, 604, 96, 2274, 233, 366, 367, 2162, 3059, 2043, 2173}","{2956, 2961, 278, 2071, 2970, 2078, 34, 2084, 2214, 1969, 2993, 695, 2104, 1988, 324, 3144, 3149, 462, 719, 2126, 2001, 2138, 604, 96, 2274, 233, 366, 367, 2162, 3059, 2043, 2173}"
X135,"{'8745', '5590'}",{285},"{769, 3078, 523, 1037, 17, 3090, 2580, 278, 2071, 1307, 285, 2078, 799, 803, 2084, 2602, 555, 2867, 3124, 2104, 2874, 2367, 324, 3144, 1608, 3149, 2126, 3152, 851, 2644, 2138, 604, 1373, 100, 2665, 366, 367, 2162, 2173, 905, 2699, 2956, 2961, 660, 2970, 922, 2719, 2214, 422, 2983, 427, 2993, 1969, 1717, 695, 186, 1725, 1986, 1988, 1477, 966, 199, 3017, 462, 719, 2001, 981, 730, 2779, 221, 2784, 2274, 226, 995, 483, 998, 233, 2537, 1002, 1010, 3059, 1015, 504, 2043, 511}"
X136,{'10723'},"{2211, 2359}","{2211, 2359}"
X137,{'6526'},{2218},"{2218, 2274, 3149}"
X13f,"{'5586', '826', '3873'}","{835, 859}","{835, 995, 981, 922, 859}"
X143,{'10721'},"{2217, 3149}","{2217, 3149, 2358}"
X14a,"{'12965', '12968'}","{2274, 195, 2084, 2214, 264, 3149, 366, 367, 1969, 146, 85, 2071, 2078}","{2274, 195, 2084, 2214, 264, 3149, 366, 367, 1969, 146, 85, 2071, 2078}"
X14c,"{'18566', '18570', '18567'}","{3144, 2956, 462, 2126, 2961, 2993, 3059, 2162, 695, 728, 665, 2970, 604, 2173}","{3144, 2956, 462, 2126, 2961, 2993, 3059, 2162, 695, 728, 665, 2970, 604, 2173}"
X14f,{'16280'},"{1065, 859, 891}","{1065, 859, 891}"
X159,"{'2522', '13367'}",{527},{527}
X15c,"{'11396', '11394', '11397', '11393', '11395', '11392'}","{1937, 2214}","{1937, 2274, 3149, 2214}"
X15e,{'14168'},"{3072, 769, 2179, 3078, 905, 1037, 1021, 3090, 922, 1307, 2078, 799, 2719, 800, 542, 803, 2983, 555, 2867, 2104, 835, 966, 1608, 3152, 851, 2644, 981, 982, 854, 730, 2784, 995, 483, 998, 2665, 1002, 2667, 1010, 1015, 506, 3069}","{3072, 769, 2179, 3078, 905, 1037, 1021, 3090, 922, 1307, 2078, 799, 2719, 800, 542, 803, 2983, 555, 2867, 2104, 835, 966, 1608, 3152, 851, 2644, 981, 982, 854, 730, 2784, 995, 483, 998, 2665, 1002, 2667, 1010, 1015, 506, 3069}"
X164,{'5492'},{728},"{769, 2435, 2179, 3078, 905, 523, 2699, 2956, 1037, 2961, 3090, 660, 2580, 2970, 1307, 922, 799, 2719, 803, 2983, 555, 2993, 2867, 3124, 695, 2874, 570, 835, 966, 3144, 1608, 462, 2126, 3152, 851, 2644, 981, 728, 730, 2779, 604, 2784, 995, 483, 998, 2665, 1002, 2162, 3059, 1010, 1015, 504, 2173}"
X165,{'767'},"{728, 366}","{769, 2435, 2179, 3078, 905, 2956, 1037, 2961, 3090, 2071, 2970, 1307, 922, 2078, 799, 2719, 803, 2084, 2214, 2983, 555, 2993, 1969, 2867, 695, 2104, 2874, 570, 835, 966, 1608, 3149, 462, 2126, 3152, 851, 2644, 981, 728, 2138, 2779, 730, 604, 2784, 2274, 995, 483, 998, 233, 2665, 1002, 366, 367, 2162, 3059, 1010, 1015, 504, 2173}"
X167,{'12278'},{2179},"{674, 2179, 756, 695, 728, 604}"
X16b,{'10964'},"{728, 506}","{769, 2435, 2179, 3078, 905, 2699, 1037, 3090, 922, 1307, 799, 2719, 803, 2983, 555, 2867, 695, 570, 2874, 835, 966, 1608, 3152, 851, 2644, 981, 728, 730, 2779, 604, 2784, 995, 483, 998, 2665, 1002, 760, 1010, 1015, 504, 506}"
X16c,{'14783'},"{672, 668, 482, 760, 570, 2699, 2874}","{672, 668, 482, 760, 570, 2699, 2874}"
X16d,{'8580'},"{407, 905, 365, 398, 1519, 1015, 823, 378, 2874, 2719}","{407, 2983, 2665, 905, 2667, 823, 398, 1519, 378, 365, 1015, 2874, 1021, 2719}"
X16e,{'16029'},"{769, 2179, 3078, 905, 2956, 1037, 3090, 922, 1307, 2719, 799, 803, 2983, 555, 2867, 2104, 570, 2874, 835, 966, 2126, 3152, 851, 2644, 981, 982, 730, 2779, 2784, 995, 483, 998, 2665, 1002, 1010, 1015}","{769, 2179, 3078, 905, 2956, 1037, 3090, 922, 1307, 2719, 799, 803, 2983, 555, 2867, 2104, 570, 2874, 835, 966, 2126, 3152, 851, 2644, 981, 982, 730, 2779, 2784, 995, 483, 998, 2665, 1002, 1010, 1015}"
X171,{'13341'},{796},"{3059, 2136, 665, 2970, 796, 2173, 703}"
X179,{'4088'},"{2854, 521, 146, 506, 2874, 540, 542}","{769, 2179, 3078, 905, 521, 2956, 1037, 3090, 146, 922, 540, 542, 2719, 799, 800, 803, 2854, 2983, 2867, 2104, 2874, 835, 195, 966, 3152, 851, 2644, 981, 982, 854, 85, 2779, 2784, 995, 483, 998, 2665, 1002, 2667, 366, 367, 1010, 1015, 506, 1021, 766}"
X17b,{'10202'},"{1988, 139, 3149, 2001, 2071, 2138, 285, 2078, 2274, 2084, 2214, 233, 366, 367, 1969, 2104}","{1988, 139, 3149, 2001, 2071, 2138, 285, 2078, 2274, 2084, 2214, 233, 366, 367, 1969, 2104}"
X17c,{'9694'},{285},"{1988, 3149, 2001, 278, 2071, 2138, 285, 2078, 96, 34, 2274, 2084, 2214, 233, 366, 367, 1969, 2104, 2043}"
X17e,{'19443'},"{612, 583, 716, 2806, 854}","{483, 612, 2983, 583, 521, 586, 716, 854, 2806, 2779, 540, 669, 542}"
X180,{'746'},{826},"{769, 2435, 2179, 3078, 905, 1037, 3090, 922, 1307, 540, 2078, 799, 2719, 800, 542, 803, 2983, 555, 2867, 2104, 570, 2874, 826, 443, 835, 966, 1608, 3149, 3152, 851, 2644, 981, 982, 854, 730, 2779, 2784, 2274, 995, 483, 998, 2665, 1002, 1010, 1015, 504, 506, 1021}"
X185,{'8538'},"{835, 807, 2983, 3152, 784, 3069}","{3072, 835, 2983, 807, 3152, 784, 922, 3069}"
X18a,{'20622'},"{1681, 1022, 2983}","{1681, 1022, 2983}"
X192,{'2518'},{794},"{3072, 770, 1681, 657, 1045, 792, 794, 540, 542, 545, 803, 2983, 807, 683, 1325, 818, 3002, 1596, 835, 586, 3152, 2643, 598, 864, 993, 995, 483, 612, 2665, 2667, 620, 621, 623, 759, 1021, 639}"
X196,"{'14564', '14563'}",{855},{855}
X19f,"{'11788', '11793'}",{506},"{835, 966, 905, 2699, 1037, 3152, 851, 981, 982, 922, 1307, 730, 2719, 799, 800, 2786, 803, 995, 998, 2665, 1002, 555, 2667, 506, 2867, 1015, 760, 570, 2874, 1021}"
X1a5,{'2508'},"{3072, 769, 2435, 2179, 3078, 905, 1037, 1021, 3090, 922, 1307, 540, 542, 799, 800, 2719, 803, 2983, 555, 2867, 2104, 826, 2874, 835, 966, 1608, 3152, 851, 2644, 981, 982, 854, 730, 2779, 2784, 995, 483, 998, 2665, 1002, 2667, 624, 1010, 1015, 504, 506, 3069}","{3072, 769, 2435, 2179, 3078, 905, 1037, 1021, 3090, 922, 1307, 540, 542, 799, 800, 2719, 803, 2983, 555, 2867, 2104, 826, 2874, 835, 966, 1608, 3152, 851, 2644, 981, 982, 854, 730, 2779, 2784, 995, 483, 998, 2665, 1002, 2667, 624, 1010, 1015, 504, 506, 3069}"
X1a7,{'1781'},"{2922, 3023}","{3152, 1297, 2922, 3023}"
X1a8,"{'15112', '15115', '15116', '15117'}","{2138, 2082, 1950, 1967}","{2138, 2082, 1950, 1967}"
X1a9,{'8618'},"{864, 993, 1325, 967}","{864, 993, 835, 995, 967, 1325, 981, 1655, 922}"
X1b0,{'517'},{1985},"{2013, 1985, 2104, 1693, 2078, 1727}"
X1b1,{'12050'},"{2106, 2004}","{2106, 2004}"
X1b2,{'9763'},"{800, 854, 540, 3069, 542}","{3072, 769, 2179, 3078, 905, 1037, 1021, 3090, 922, 1307, 540, 2078, 799, 800, 2719, 542, 803, 2983, 555, 2867, 2104, 835, 966, 3152, 851, 2644, 981, 982, 854, 730, 2784, 995, 483, 998, 2665, 1002, 2667, 1010, 1015, 506, 3069}"
X1b3,"{'19201', '18966'}","{1325, 583}","{3072, 583, 521, 586, 716, 854, 2779, 540, 542, 483, 612, 742, 2983, 1325, 2806, 3069}"
