Node,Mutants,Unique Tests,Tests
X54,{'14068'},{9120},"{9120, 5281, 6374, 7305, 8810, 8458, 10997, 8341, 8766}"
X55,{'6978'},"{9120, 12389, 10941, 9076, 9053, 8543}","{9120, 5281, 12389, 10941, 8458, 12368, 9107, 9076, 8373, 8917, 8346, 12380, 9053, 8766, 8543}"
X56,{'1163'},"{12360, 8458, 8543}","{5281, 10886, 12360, 7305, 8810, 8458, 12401, 8947, 10900, 8341, 8474, 10941, 8543}"
X58,{'19'},"{8458, 9103}","{5281, 8346, 7305, 8458, 8474, 6410, 9103, 6356, 8373, 9082, 8766}"
X59,{'13762'},"{12360, 8458}","{8353, 5281, 12360, 7305, 8810, 8458, 6410, 9103, 9076, 8373, 8474, 8348, 10941, 8766}"
X5d,{'15433'},"{12360, 10943}","{12360, 7305, 8458, 6410, 8850, 6356, 8346, 8474, 8348, 10970, 9053, 8543, 9120, 5281, 12401, 8947, 9076, 8373, 8766, 10943}"
X64,{'10840'},"{3200, 12290, 6018, 3076, 6788, 9872, 7315, 7447, 10137, 9122, 5411, 10403, 37, 5671, 6184, 6183, 2092, 3502, 11055, 2106, 9916, 61, 3519, 10179, 7237, 8010, 2256, 6097, 9175, 6364, 607, 5343, 1635, 12263, 361, 3433, 7656, 7402, 1518, 3440, 2418, 9717}","{12290, 3076, 4365, 7447, 5411, 37, 11302, 5671, 6184, 9000, 6183, 2092, 4142, 11055, 3633, 2106, 1850, 61, 7237, 8010, 2123, 6993, 6995, 85, 4186, 607, 1635, 361, 3433, 2921, 3440, 12401, 2418, 5237, 4726, 3200, 6018, 6788, 5772, 7053, 9103, 9872, 7315, 6294, 10137, 9120, 9122, 6306, 5795, 10403, 9638, 3502, 5809, 7859, 9916, 3519, 1472, 10179, 2256, 6097, 3542, 9175, 6364, 5343, 12263, 2536, 7656, 7402, 10983, 1518, 9717, 8439}"
X71,{'14199'},"{6377, 8458, 9018, 9053}","{10900, 6377, 7305, 8458, 9018, 9053}"
X73,{'14895'},{9084},"{5281, 9107, 10900, 6374, 9084, 8348, 8766}"
X76,{'7692'},"{1922, 1635, 6183, 12263, 973, 5809, 1938, 1177, 1404, 3870}","{1922, 1635, 6183, 12263, 973, 5809, 1938, 1177, 1404, 3870}"
X78,{'12416'},"{3585, 6018, 7237, 4421, 4297, 1868, 9103, 9872, 2964, 6294, 7447, 7383, 9175, 9120, 2016, 5411, 1635, 11175, 5671, 6183, 12263, 361, 1518, 3440, 5809, 2867, 6836, 3769}","{3585, 6018, 9103, 9872, 2964, 6294, 7447, 9120, 5411, 11175, 5671, 6183, 5809, 2867, 2100, 6836, 3769, 7237, 4421, 4297, 1868, 7383, 9175, 2016, 1635, 12263, 2536, 361, 1518, 3440, 12401, 8439}"
X79,{'7695'},"{1922, 1635, 11175, 6183, 973, 4077, 3440, 5809, 6836, 11796, 4596, 2301, 3870}","{1922, 1635, 11175, 6183, 973, 4077, 3440, 5809, 6836, 11796, 4596, 2301, 3870}"
X7b,{'7711'},"{2016, 3585, 1922, 6183, 3440, 5809, 1200, 6836, 11796, 9175, 1236, 958}","{2016, 3585, 1922, 6183, 3440, 5809, 1200, 6836, 2100, 11796, 9175, 1236, 958}"
X89,{'6582'},"{33, 228, 6183, 1511, 3528, 3440}","{3440, 33, 1511, 228, 6183, 3528, 1850}"
X8b,{'10877'},{3049},"{8353, 10026, 3049, 6374}"
X8d,{'1418'},"{5795, 5671, 6184, 489, 2956, 1165}","{5795, 5671, 6184, 489, 2956, 1165}"
X95,{'1285'},"{12290, 6018, 6788, 3076, 11659, 5772, 7053, 9872, 7315, 6294, 7447, 10137, 3484, 9122, 5795, 5411, 10403, 11302, 9127, 5671, 11049, 6183, 37, 676, 3502, 11055, 4142, 7859, 2228, 11447, 7996, 9916, 10179, 8010, 11979, 2123, 2256, 6097, 6993, 6995, 3542, 9175, 607, 5343, 1635, 12263, 7656, 3433, 361, 10983, 1133, 3440, 2418, 5237}","{12290, 6018, 6788, 3076, 11659, 5772, 7053, 9103, 9872, 7315, 6294, 7447, 10137, 3484, 9120, 9122, 5795, 5411, 10403, 11302, 9127, 5671, 11049, 6183, 9000, 37, 676, 3502, 11055, 4142, 7859, 2228, 11447, 1850, 7996, 9916, 10179, 8010, 11979, 2123, 2256, 6097, 6993, 6995, 85, 3542, 9175, 4186, 607, 5343, 1635, 12263, 7656, 2536, 3433, 361, 10983, 1133, 3440, 2418, 5237, 4726, 8439}"
X96,{'1362'},"{9084, 6173}","{6173, 8346, 9084, 8373}"
X9a,{'16594'},{9103},"{9987, 4297, 2956, 11533, 9103, 2256, 6097, 2581, 6294, 7447, 9175, 607, 9120, 676, 5671, 680, 361, 8439, 3705, 7996, 3447}"
X9b,{'8469'},"{8458, 9053, 4426, 1150}","{8947, 9053, 8766, 8458, 8348, 4426, 1150}"
X9d,{'18469'},{6356},"{8065, 6356, 6342, 8410, 7706}"
X9e,{'12887'},"{9018, 5267, 8685}","{9018, 5267, 8685}"
X9f,{'3769'},{8862},"{8898, 10867, 8862, 12383}"
Xa1,{'5533'},"{5809, 11789}","{3200, 1026, 12290, 6788, 2437, 11659, 5772, 11789, 7053, 4365, 9103, 2706, 9237, 6294, 10137, 9120, 9122, 10403, 5795, 5411, 9638, 9127, 11302, 9000, 2092, 4142, 11055, 5809, 1970, 7859, 2100, 2106, 1850, 9916, 7996, 4284, 1472, 7237, 8136, 8010, 11979, 2123, 6097, 6993, 85, 4186, 8439, 6364, 2016, 4325, 10983, 361, 1518, 12401, 9717, 4726, 5237, 3705}"
Xaa,{'17158'},"{3200, 3818, 3306, 2680, 429, 2675, 5237, 4726, 4790, 2902}","{3200, 3818, 3306, 2680, 429, 2675, 5237, 4726, 4790, 2902}"
Xad,{'960'},"{5760, 1353, 7900, 10983}","{5760, 5281, 10983, 1353, 7900}"
Xaf,{'8502'},"{8449, 5505}","{8449, 5505}"
Xb4,{'7703'},"{1922, 6183, 4488, 3440, 5809, 1938, 11796, 4021, 3870}","{160, 1922, 1635, 6183, 11175, 4488, 3440, 5809, 1938, 11796, 6836, 4021, 9175, 3870}"
Xb7,{'7728'},"{2016, 3585, 1922, 6183, 3440, 5809, 1938, 11796, 6836, 9175, 1781, 1236}","{2016, 3585, 1922, 6183, 3440, 5809, 1938, 11796, 2100, 6836, 9175, 1781, 1236}"
Xba,{'6932'},"{6377, 9076, 8344, 8474, 12380}","{12368, 9076, 8344, 6377, 8474, 12380}"
Xbb,{'2371'},"{9120, 547, 5671, 3496, 361, 9103, 6097, 3315, 2547, 6294, 9175, 7447, 255}","{9120, 547, 5671, 3496, 361, 9103, 6097, 12401, 3315, 2547, 6294, 9175, 8439, 7447, 255}"
Xd0,{'9084'},"{9120, 802, 2123, 2955, 4720, 3280, 2803, 5237, 4726, 2106}","{9120, 802, 2123, 2955, 4720, 3280, 2803, 5237, 4726, 2106}"
Xd3,{'8266'},"{1003, 2228, 5070, 4374}","{1003, 2228, 5070, 4374}"
Xd7,{'14908'},{8542},"{12368, 10849, 12345, 10876, 8542}"
Xd9,{'5541'},"{9120, 6306, 2123, 4365, 5809, 6995, 5237, 6294, 2815}","{3200, 12290, 5772, 4365, 9103, 6294, 9120, 9122, 6306, 5411, 10403, 9638, 9127, 4142, 5809, 7996, 1472, 2123, 6097, 6993, 6995, 4312, 4831, 4325, 10983, 361, 1518, 4595, 5237, 4726, 8439, 2815}"
Xdd,{'1857'},"{9120, 12389, 9103, 5587, 5144, 9018, 9053}","{10941, 9103, 5587, 10900, 5144, 9053, 9120, 8353, 12386, 12389, 6374, 10026, 12401, 8439, 9018, 8765}"
Xe0,{'18449'},"{3048, 4545, 3083}","{3048, 4545, 3083}"
Xe1,{'5856'},"{10886, 7305, 8458, 12368, 9107, 8341, 8348, 12380, 9053, 6374, 10026, 12401, 8947, 9076, 8373, 9084, 10941, 10943}","{10886, 7305, 8458, 12368, 9107, 8341, 8348, 12380, 9053, 6374, 10026, 12401, 8947, 9076, 8373, 9084, 10941, 10943}"
Xe2,{'14900'},"{9120, 8458, 9053, 10943}","{8458, 12368, 6356, 8341, 8474, 12380, 9053, 9120, 8353, 12386, 5281, 8947, 10997, 8373, 8766, 10943}"
Xe3,{'5521'},"{10941, 9107, 9076, 10970, 9053, 10943}","{8353, 5281, 12389, 6374, 10941, 12360, 10026, 9107, 10900, 10997, 9076, 8947, 10970, 9053, 10943}"
Xe5,{'2891'},"{3200, 3076, 2123, 5772, 7053, 4365, 2256, 6097, 6993, 7315, 6995, 1493, 6294, 6364, 9916, 2723, 11302, 10983, 9000, 11049, 7656, 2409, 7402, 4142, 1518, 5809, 5041, 7859, 3580}","{3200, 3076, 5772, 7053, 4365, 9103, 7315, 6294, 2723, 11302, 9000, 11049, 4142, 5809, 5041, 7859, 1850, 9916, 2123, 2256, 6097, 6993, 6995, 1493, 6364, 10983, 7656, 2409, 7402, 1518, 12401, 4726, 8439, 3580}"
Xe6,{'6704'},"{8939, 9103}","{6374, 8810, 8939, 9103, 8947, 9076, 10900, 8341, 8917, 8373, 9018, 8348, 9053}"
Xe7,{'18234'},"{12360, 9084, 6356, 9053}","{10886, 12360, 7305, 8458, 10900, 8341, 6356, 10970, 9053, 5281, 12389, 8810, 12401, 8947, 9076, 9084, 8766}"
Xe8,{'6050'},"{9120, 8939, 9076, 9103}","{9120, 6374, 12360, 8939, 9103, 12368, 10900, 8341, 9076, 8439, 10970, 8766, 10943}"
Xe9,{'6702'},{8417},"{10886, 7305, 9103, 8850, 8917, 12380, 8543, 8417, 5281, 6374, 10026, 8810, 8947, 9076, 10997, 8766}"
Xeb,{'5858'},"{9053, 10943}","{12360, 7305, 8458, 9103, 10900, 6356, 8474, 8348, 9053, 8353, 5281, 12389, 10026, 8810, 12401, 9076, 8439, 9084, 10943}"
Xed,{'14907'},"{10874, 12380, 10943}","{9120, 8353, 12360, 9084, 10026, 8474, 7305, 6410, 12368, 10874, 12380, 8766, 10943}"
Xee,{'15434'},"{12360, 8458, 12368, 8341, 8917, 10970, 8348, 9053, 5281, 12386, 12389, 6374, 12401, 8947, 9076, 10997, 8439, 8766, 10943}","{12360, 8458, 12368, 8341, 8917, 10970, 8348, 9053, 5281, 12386, 12389, 6374, 12401, 8947, 9076, 10997, 8439, 8766, 10943}"
Xef,{'5855'},"{12386, 8474, 9107, 9076, 10874, 10970, 9084, 6173}","{12360, 12368, 9107, 8346, 8474, 8348, 6173, 10970, 12380, 9053, 12386, 6374, 10026, 8810, 9076, 8439, 10874, 9084, 8765}"
Xf3,{'14094'},{9107},"{12360, 10953, 8458, 7305, 9107, 8917, 8341, 8353, 12389, 6374, 8810, 12401, 10997, 8439, 8766, 10943}"
Xf4,{'7829'},"{8096, 2928, 4869, 4789, 4734, 3741, 5710}","{8096, 2928, 4869, 4789, 4734, 3741, 5710}"
Xf5,{'12369'},"{689, 1922, 6836, 5951, 4186, 4860, 3231}","{689, 1922, 6836, 5951, 4186, 4860, 3231}"
Xf6,{'17183'},"{4207, 8681, 4334, 3807}","{3807, 8760, 8681, 4334, 4207}"
Xfa,{'18243'},"{12360, 8458, 9084, 9053}","{10886, 12360, 7305, 8458, 6410, 9103, 12368, 8917, 8346, 12380, 9053, 8810, 8947, 9076, 8373, 9084}"
Xfd,{'7832'},"{1635, 4596, 11796, 4789, 12263}","{1635, 4596, 11796, 4789, 12263}"
Xfe,{'18235'},"{9120, 8939}","{7305, 8458, 6410, 9103, 12368, 8850, 8341, 8348, 9120, 9059, 8810, 8939, 12401, 10865, 8947, 9076, 8439, 9082, 10941}"
X101,{'14086'},"{7305, 8458, 8341, 8917, 8474, 10970, 12380, 9120, 8353, 5281, 12386, 12389, 6374, 12401, 8947, 10997, 8439, 9018, 9084, 10941, 8766, 10943}","{7305, 8458, 8341, 8917, 8474, 10970, 12380, 9120, 8353, 5281, 12386, 12389, 6374, 12401, 8947, 10997, 8439, 9018, 9084, 10941, 8766, 10943}"
X103,{'740'},"{9120, 12386, 10941, 9103, 9053}","{9120, 12386, 10886, 10941, 10026, 8474, 6410, 9103, 8947, 8341, 8439, 10970, 8348, 9053}"
X108,{'13770'},"{12360, 7305, 12368, 9107, 8917, 8474, 8348, 12380, 8543, 9120, 8353, 6374, 10026, 8810, 8939, 12401, 9076, 8373, 10997, 8439, 9018, 9084, 8766, 10943}","{12360, 7305, 12368, 9107, 8917, 8474, 8348, 12380, 8543, 9120, 8353, 6374, 10026, 8810, 8939, 12401, 9076, 8373, 10997, 8439, 9018, 9084, 8766, 10943}"
X10a,{'2314'},"{12386, 8939, 8559, 10865, 10874, 10941, 10943}","{10886, 10953, 9103, 12368, 8346, 8474, 12386, 12389, 6374, 8939, 8559, 10865, 8947, 9076, 10997, 10874, 9084, 10941, 10943}"
X10b,{'12738'},"{12386, 10941, 12360, 8458, 6410, 9103, 6356, 8341, 10874, 9084, 9053, 10943}","{10941, 12360, 8458, 6410, 9103, 6356, 8341, 9053, 8353, 12386, 8810, 8373, 10874, 9084, 8765, 10943}"
X10c,{'20572'},"{8765, 12360, 7305, 8458, 9107, 8341, 8474, 10970, 12380, 8543, 9120, 8353, 6374, 8810, 8939, 12401, 8947, 9076, 8373, 10997, 8439, 10874, 9018, 9084, 10941, 8766, 10943}","{8765, 12360, 7305, 8458, 9107, 8341, 8474, 10970, 12380, 8543, 9120, 8353, 6374, 8810, 8939, 12401, 8947, 9076, 8373, 10997, 8439, 10874, 9018, 9084, 10941, 8766, 10943}"
X10e,{'3153'},"{3076, 2760, 4622, 1747, 7447, 7383, 4761, 4186, 2971, 9120, 11302, 11175, 9127, 4776, 8298, 11055, 8114, 6836, 5629, 1599}","{3076, 2760, 4622, 1747, 7447, 7383, 4761, 4186, 2971, 9120, 11302, 11175, 9127, 4776, 8298, 11055, 8114, 2100, 6836, 5629, 1599}"
X10f,{'5518'},{12360},"{12360, 7305, 9107, 10900, 8341, 10970, 8348, 8543, 8353, 12386, 5281, 6374, 12401, 8373, 10941, 8766}"
X110,{'14074'},"{10886, 7305, 8458, 9103, 12368, 9107, 8341, 8917, 8474, 10970, 8348, 12380, 8543, 9120, 8353, 12386, 9059, 6374, 10026, 8810, 8939, 12401, 8947, 8373, 10997, 8439, 10874, 9084, 9082, 10943}","{10886, 7305, 8458, 9103, 12368, 9107, 8341, 8917, 8474, 10970, 8348, 12380, 8543, 9120, 8353, 12386, 9059, 6374, 10026, 8810, 8939, 12401, 8947, 8373, 10997, 8439, 10874, 9084, 9082, 10943}"
X111,{'2310'},"{10865, 8543}","{12360, 7305, 8458, 8850, 9107, 10900, 8341, 8474, 8346, 8543, 9120, 5281, 12389, 8559, 10865, 8947, 9076, 8439, 10874, 9084, 10941, 10943}"
X114,{'12734'},"{9120, 10953, 9018, 9053}","{10886, 10941, 12360, 10953, 6410, 9103, 9107, 6356, 8341, 8917, 8346, 9053, 9120, 8810, 12401, 8947, 9076, 10997, 8439, 9018, 9084, 8765, 8766}"
X117,{'58'},"{8765, 10886, 7305, 8458, 10953, 9103, 12368, 9107, 8341, 8474, 8348, 8543, 9120, 8353, 12386, 12389, 6374, 10026, 8810, 8939, 12401, 9076, 8373, 10997, 10874, 9018, 9084, 10941, 8766}","{8765, 10886, 7305, 8458, 10953, 9103, 12368, 9107, 8341, 8474, 8348, 8543, 9120, 8353, 12386, 12389, 6374, 10026, 8810, 8939, 12401, 9076, 8373, 10997, 10874, 9018, 9084, 10941, 8766}"
X118,{'1168'},"{9120, 10943, 8939, 9103}","{12360, 10953, 8458, 9103, 9107, 10900, 6356, 8474, 9120, 8353, 12386, 6374, 8939, 10874, 8439, 12345, 9018, 9084, 8765, 8766, 10943}"
X119,{'14065'},"{12290, 3076, 4365, 7447, 5411, 37, 11302, 5671, 6184, 6183, 2092, 4142, 11055, 3633, 2106, 7237, 8010, 2123, 6993, 6995, 85, 3433, 361, 2921, 3440, 2418, 9331, 5237, 4726, 2687, 3200, 6018, 6788, 11659, 5772, 7053, 9872, 7315, 6294, 10137, 9122, 6306, 10403, 5795, 9638, 4776, 3502, 5809, 5041, 7859, 1718, 9916, 3519, 1472, 10179, 2256, 6097, 3542, 9175, 6364, 5343, 4325, 10983, 7656, 7402, 1518, 9717}","{12290, 3076, 4365, 7447, 5411, 37, 11302, 5671, 6184, 9000, 6183, 2092, 4142, 11055, 3633, 2100, 2106, 1850, 7237, 8010, 2123, 6993, 6995, 85, 4186, 3433, 361, 2921, 3440, 2418, 9331, 5237, 4726, 2687, 3200, 6018, 6788, 11659, 5772, 7053, 9872, 7315, 6294, 10137, 9122, 6306, 10403, 5795, 9638, 4776, 3502, 5809, 5041, 7859, 1718, 9916, 3519, 1472, 10179, 2256, 6097, 3542, 9175, 6364, 5343, 4325, 10983, 7656, 2536, 7402, 1518, 9717}"
X11a,{'6701'},"{9120, 12386, 6410, 8939, 9103, 6356, 10874, 9053}","{10886, 12360, 6410, 9103, 12368, 6356, 8341, 9053, 9120, 8353, 12386, 10026, 8939, 8810, 10874, 8765}"
X11c,{'18642'},"{3200, 1472, 12290, 10983, 2123, 3724, 4142, 1262, 4595, 5237, 4726, 3993}","{3200, 1472, 12290, 10983, 2123, 3724, 4142, 1262, 12401, 4595, 5237, 4726, 3993, 1850}"
X11f,{'14915'},{6377},"{8936, 6377, 10876, 8855}"
X129,{'10721'},"{3200, 9916, 2723, 3076, 2106, 9127, 6183, 2123, 4142, 2256, 3440, 1562, 2909, 1310}","{3200, 3076, 2123, 2256, 1562, 2909, 1310, 2723, 2106, 9127, 6183, 4142, 3440, 12401, 1850, 9916}"
X12d,{'12893'},"{5861, 5225, 8458, 5113, 8762, 9023}","{5861, 6374, 7305, 8458, 5225, 5113, 8762, 9023}"
X12e,{'13635'},"{8458, 9084}","{10886, 6374, 8810, 8458, 9084, 6173, 8766}"
X130,{'17905'},"{3200, 12290, 6018, 3076, 6788, 11659, 5772, 11533, 4365, 7053, 7315, 6294, 10137, 801, 9122, 5411, 5795, 10403, 11302, 6183, 6184, 11049, 9638, 9127, 4142, 11055, 3502, 5809, 7859, 2228, 1460, 11447, 2106, 7996, 61, 9916, 1472, 10179, 7237, 8010, 2123, 11979, 6993, 6097, 9175, 6364, 5343, 10983, 361, 7402, 1518, 3440, 4595, 5237, 9717}","{12290, 3076, 11533, 4365, 801, 5411, 11302, 6183, 9000, 11049, 6184, 4142, 11055, 2106, 1850, 7996, 61, 7237, 8010, 2123, 6993, 85, 4186, 361, 3440, 12401, 5237, 4726, 3200, 6018, 6788, 11659, 5772, 7053, 9103, 7315, 6294, 10137, 9120, 9122, 5795, 10403, 9638, 9127, 3502, 5809, 7859, 2228, 1460, 11447, 9916, 1472, 10179, 11979, 6097, 9175, 6364, 5343, 10983, 2536, 7402, 1518, 4595, 9717, 8439}"
X132,{'10720'},"{3440, 1349, 3989, 6183, 509}","{3440, 1349, 3989, 6183, 509}"
X134,{'18344'},"{7657, 8341, 8373}","{7657, 10026, 8341, 8373}"
X13d,{'9111'},{4043},"{4043, 1069, 1350}"
X141,{'3378'},"{6018, 12290, 6788, 3076, 11659, 7053, 4365, 9872, 7315, 7447, 10137, 6306, 9122, 5795, 10403, 9638, 11302, 6184, 5411, 5671, 6183, 2092, 3502, 11055, 5809, 8114, 7859, 1460, 7989, 1718, 9916, 61, 3519, 1472, 10179, 7237, 8136, 8010, 11979, 2256, 6097, 6995, 5343, 607, 1635, 12263, 7656, 3433, 361, 3179, 1518, 3440}","{6018, 12290, 6788, 3076, 11659, 7053, 4365, 9872, 7315, 7447, 10137, 6306, 9122, 5795, 10403, 9638, 11302, 6184, 5411, 5671, 6183, 2092, 3502, 11055, 5809, 8114, 7859, 1460, 7989, 1718, 9916, 61, 3519, 1472, 10179, 7237, 8136, 8010, 11979, 2256, 6097, 6995, 85, 5343, 607, 1635, 12263, 7656, 3433, 361, 3179, 1518, 3440, 8439}"
X143,{'5860'},"{12360, 8474, 9018, 6173}","{9120, 12386, 10886, 6374, 12360, 8458, 8474, 10900, 8341, 9076, 8373, 9018, 6173}"
X148,{'5864'},"{12290, 6788, 8136, 8010, 3083, 11789, 7053, 4365, 4878, 2509, 5070, 719, 6995, 85, 6294, 9120, 2272, 6306, 9638, 10983, 6184, 5237}","{12290, 6788, 8136, 8010, 3083, 11789, 7053, 4365, 4878, 9103, 2509, 5070, 719, 6995, 6294, 85, 4186, 9120, 2272, 6306, 9638, 10983, 6184, 9000, 12401, 5237, 4726, 1850}"
X149,{'514'},{10941},"{12386, 6374, 10941, 7305, 8810, 9107, 9076, 10997, 8373, 8439, 8348, 9053, 8766}"
X14a,{'15431'},"{10886, 7305, 8458, 8850, 9107, 10900, 8341, 8474, 8346, 9120, 8373, 12345, 10941, 8766, 10943, 8770, 12360, 12368, 8917, 10970, 12380, 8543, 12389, 6374, 8810, 8939, 8559, 10865, 12401, 8947, 9076, 10997, 8439, 10874, 9082}","{10886, 7305, 8458, 8850, 9107, 10900, 8341, 8474, 8346, 9120, 8373, 12345, 10941, 8766, 10943, 8770, 12360, 12368, 8917, 10970, 12380, 8543, 12389, 6374, 8810, 8939, 8559, 10865, 12401, 8947, 9076, 10997, 8439, 10874, 9082}"
X14c,{'14071'},"{12386, 8939, 8559, 9103, 10865, 9107, 9076, 8373, 8344, 10970, 9053}","{12360, 6410, 9103, 9107, 10900, 8917, 8344, 8474, 10970, 9053, 12386, 12389, 10026, 8939, 8559, 10865, 8947, 9076, 8373, 8765}"
X14d,{'6694'},"{1025, 1473, 3058, 2358, 4878, 5951}","{1025, 1473, 3058, 2358, 4878, 5951}"
X14e,{'13773'},"{9084, 8458, 6410, 9103, 9076, 12380, 10941, 10943}","{8765, 12360, 8458, 6410, 9103, 8341, 10970, 8348, 12380, 8353, 10026, 12401, 9076, 10997, 9084, 10941, 8766, 10943}"
X150,{'2309'},"{12386, 8939, 10943, 9107, 8341, 10874, 6391, 8474, 9018, 9053, 8543}","{12368, 9107, 8341, 8474, 9053, 8543, 8353, 12386, 12389, 8939, 8947, 6391, 10874, 9018, 8765, 10943}"
X151,{'6706'},"{12389, 1511, 3848, 331, 941, 4881, 10835, 8373, 1436, 9084, 9053}","{8353, 12389, 1511, 3848, 9084, 10026, 331, 941, 4881, 10835, 8373, 1436, 9053}"
X152,{'16'},"{8939, 9084, 10943}","{8765, 10886, 9084, 8458, 8850, 9107, 8341, 8917, 8348, 12380, 9053, 8543, 8353, 12386, 12389, 6374, 8939, 10865, 8947, 8373, 8439, 12345, 9018, 10876, 10941, 8766, 10943}"
X153,{'14095'},"{9084, 7305, 8458, 9103, 8976, 8850, 9107, 10900, 8341, 8474, 8348, 8992, 8353, 9120, 8373, 12345, 9018, 10941, 8766, 10943, 12360, 10953, 12368, 8917, 9053, 8543, 12386, 9059, 6374, 8810, 8559, 10865, 8947, 10997, 8439, 10874, 10876, 9082}","{9084, 7305, 8458, 9103, 8976, 8850, 9107, 10900, 8341, 8474, 8348, 8992, 8353, 9120, 8373, 12345, 9018, 10941, 8766, 10943, 12360, 10953, 12368, 8917, 9053, 8543, 12386, 9059, 6374, 8810, 8559, 10865, 8947, 10997, 8439, 10874, 10876, 9082}"
X157,{'18236'},"{8461, 10941, 8559}","{10886, 9084, 7305, 8458, 8461, 9103, 8850, 9107, 8341, 8474, 8348, 8992, 9120, 8373, 12345, 10941, 8765, 8766, 12360, 10953, 12368, 8917, 10970, 12380, 8543, 8417, 12386, 9059, 12389, 8939, 8559, 12401, 8947, 8439, 10874, 10876, 9082}"
X159,{'14085'},"{9120, 8770, 9076, 10943}","{8770, 8458, 8341, 8346, 8348, 12319, 8992, 9120, 8482, 12389, 6374, 10026, 8939, 9082, 8947, 9076, 10874, 9018, 9084, 8766, 10943}"
X15a,{'15435'},"{9120, 8482, 8461, 12380, 9107, 10874, 9084, 10943}","{7305, 10953, 8461, 9103, 12368, 8850, 9107, 8341, 12380, 12319, 8992, 9120, 8482, 12386, 6374, 8810, 8939, 8559, 10997, 10874, 8439, 9018, 9084, 8765, 10943}"
X15b,{'6034'},"{8458, 9107, 9076, 8885, 10970, 8474, 9084, 10941, 8543}","{8765, 12360, 9084, 8458, 12368, 8850, 9107, 8474, 8346, 10970, 12319, 8543, 8353, 10026, 8810, 8947, 9076, 8885, 8373, 8439, 10876, 10941}"
